PMID,Title,Journal,PubDate,Authors,Abstract,PubMedURL
38031451,Association between cumulative duration of deep anesthesia and postoperative acute kidney injury after noncardiac surgeries: a retrospective observational study.,Renal failure,2023,"Huang WK, Lian WY, Zhuo XY, Kang SY, Luo WC, Xie YS, Xi GY, Liu KX, Liu WF","Bispectral index (BIS) is a processed electroencephalography monitoring tool and is widely used in anesthetic depth monitoring. Deep anesthesia exposure may be associated with multiple adverse outcomes. However, the relationship between anesthetic depth and postoperative acute kidney injury (AKI) remains unclear. We sought to determine the effect of BIS-based deep anesthesia duration on postoperative AKI following noncardiac surgery.
This retrospective study used data from the Vital Signs DataBase, including patients undergoing noncardiac surgeries with BIS monitoring. The BIS values were collected every second during anesthesia. Restricted cubic splines and logistic regression were used to assess the association between the cumulative duration of deep anesthesia and postoperative AKI.
4774 patients were eligible, and 129 (2.7%) experienced postoperative AKI. Restricted cubic splines showed that a cumulative duration of BIS < 45 was nonlinearly associated with postoperative AKI (
The cumulative duration of BIS < 45 was independently and nonlinearly associated with the risk of postoperative AKI in patients undergoing noncardiac surgery.",https://pubmed.ncbi.nlm.nih.gov/38031451/
37718302,A systematic review of electroencephalography in acute cerebral hypoxia: clinical and diving implications.,Diving and hyperbaric medicine,2023,"Wong NY, van Waart H, Sleigh JW, Mitchell SJ, Vrijdag XC","Hypoxia can cause central nervous system dysfunction and injury. Hypoxia is a particular risk during rebreather diving. Given its subtle symptom profile and its catastrophic consequences there is a need for reliable hypoxia monitoring. Electroencephalography (EEG) is being investigated as a real time monitor for multiple diving problems related to inspired gas, including hypoxia.
A systematic literature search identified articles investigating the relationship between EEG changes and acute cerebral hypoxia in healthy adults. Quality of clinical evidence was assessed using the Newcastle-Ottawa scale.
Eighty-one studies were included for analysis. Only one study investigated divers. Twelve studies described quantitative EEG spectral power differences. Moderate hypoxia tended to result in increased alpha activity. With severe hypoxia, alpha activity decreased whilst delta and theta activities increased. However, since studies that utilised cognitive testing during the hypoxic exposure more frequently reported opposite results it appears cognitive processing might mask hypoxic EEG changes. Other analysis techniques (evoked potentials and electrical equivalents of dipole signals), demonstrated sustained regulation of autonomic responses despite worsening hypoxia. Other studies utilised quantitative EEG analysis techniques, (Bispectral index [BISTM], approximate entropy and Lempel-Ziv complexity). No change was reported in BISTM value, whilst an increase in approximate entropy and Lempel-Ziv complexity occurred with worsening hypoxia.
Electroencephalographic frequency patterns change in response to acute cerebral hypoxia. There is paucity of literature on the relationship between quantitative EEG analysis techniques and cerebral hypoxia. Because of the conflicting results in EEG power frequency analysis, future research needs to quantitatively define a hypoxia-EEG response curve, and how it is altered by concurrent cognitive task loading.",https://pubmed.ncbi.nlm.nih.gov/37718302/
35227197,Effectiveness of the advisory display SmartPilot® view in the assessment of anesthetic depth in low risk gynecological surgery patients: a randomized controlled trial.,BMC anesthesiology,2022,"Strand H, Elshaug AC, Bernersen Ø, Ballangrud R","Assessment of appropriate anesthetic depth is crucial to prevent harm to patients. Unnecessary deep anesthesia can be harmful, potentially causing acute renal failure, myocardial injury, delirium, and an increased mortality rate. Conversely, too light anesthesia combined with muscle relaxants can result in intraoperative patient awareness and lead to serious psychological trauma. This trial aimed to ascertain the effectiveness of the advisory display SmartPilot® View (SPV), as a supplemental measure in the assessment of anesthetic depth in low risk gynecological surgery patients. The hypothesis was that the use of the SPV would increase the precision of assessment, and result in a higher mean arterial pressure.
This trial used a randomized, controlled, single-blind design with a homogeneous sample. Patients undergoing minor, low risk gynecological surgery were randomly assigned to two groups: a test group wherein current standards were supplemented with the advisory display SPV and a control group assessed using only the current standards. Female patients aged between 18 and 75 years with American Society of Anesthesiologists Physical Status Classification System scores of 1-3 undergoing planned general anesthesia using the total intravenous anesthetic method, combining propofol and remifentanil, were included. The exclusion criteria included a body mass index ≥ 35 kg/m
A total of 114 patients were included in the analysis (test group n = 58, control group n = 56). No significant differences in the mean arterial pressure, heart rate, bispectral index, extubation delay, or post-anesthesia care unit stay were found between groups.
The addition of the advisory display SmartPilot® View to current standards in the evaluation of anesthetic depth had no significant effect on the outcome.
The trial was registered on January 16th 2019 with ClinicalTrials.gov (ref: NCT03807271 ).",https://pubmed.ncbi.nlm.nih.gov/35227197/
31464960,Effects of dexmedetomidine vs sufentanil during percutaneous tracheostomy for traumatic brain injury patients: A prospective randomized controlled trial.,Medicine,2019,"Gao J, Wei L, Xu G, Ren C, Zhang Z, Liu Y","Percutaneous tracheostomy, almost associated with cough reflex and hemodynamic fluctuations, is a common procedure for traumatic brain injury (TBI) patients, especially those in neurosurgery intensive care units (NICUs). However, there are currently a lack of effective preventive measures to reduce the risk of secondary brain injury. The aim of this study was to compare the effect of dexmedetomidine (DEX) vs sufentanil during percutaneous tracheostomy in TBI patients.
The 196 TBI patients who underwent percutaneous tracheostomy were randomized divided into 3 groups: group D1 (n = 62, DEX infusion at 0.5 μg·kg for 10 minutes, then adjusted to 0.2-0.7 μg·kg·hour), group D2 (n = 68, DEX infusion at 1 μg·kg for 10 minutes, then adjusted to 0.2-0.7 μg·kg·hour), and group S (n = 66, sufentanil infusion 0.3 μg·kg for 10 minutes, then adjusted to 0.2-0.4 μg·kg·hour). The bispectral index (BIS) of all patients was maintained at 50 to 70 during surgery. Anesthesia onset time, hemodynamic variables, total cumulative dose of DEX/sufentanil, total doses of rescue propofol and fentanyl, time to first dose of rescue propofol and fentanyl, number of intraoperative patient movements and cough reflexes, adverse events, and surgeon satisfaction score were recorded.
Anesthesia onset time was significantly lower in group D2 than in both other groups (14.35 ± 3.23 vs 12.42 ± 2.12 vs 13.88 ± 3.51 minutes in groups D1, D2, and S, respectively; P < .001). Both heart rate and mean arterial pressure during percutaneous tracheostomy were more stable in group D2. Total doses of rescue propofol and fentanyl were significantly lower in group D2 than in group D1 (P < .001). The time to first dose of rescue propofol and fentanyl were significantly longer in group D2 than in both other groups (P < .001). The number of patient movements and cough reflexes during percutaneous tracheostomy were lower in group D2 than in both other groups (P < .001). The overall incidences of tachycardia and hypertension (which required higher doses of esmolol and urapidil, respectively) were also lower in group D2 than in both other groups (P < .05). Three patients in group S had respiratory depression compared to X in the D1 group and X in the D2 group. The surgeon satisfaction score was significantly higher in group D2 than in both other groups (P < .05).
During percutaneous tracheostomy, compared with sufentanil, DEX (1 μg·kg for 10 minutes, then adjusted to 0.2-0.7 μg·kg·hour) can provide the desired attenuation of the hemodynamic response without increased adverse events. Consequently, DEX could be used safely and effectively during percutaneous tracheostomy in TBI patients.",https://pubmed.ncbi.nlm.nih.gov/31464960/
29851509,"The maximum value of bispectral index predicts outcome in hypoxic-ischemic encephalopathy after resuscitation, better than minimum or mean value.",Brain injury,2018,"Miao W, Sun Q, Wang H, Li H","Although bispectral index (BIS) has been widely used for predicting neurological outcomes in clinical practice, its optimal value concerning maximum (BIS
For a total number of 45 cases, the duration of each BIS measurement was 12 h, with the data collected at a 30 min interval. Outcome was recorded as survival and non-survival count 60 days after the resuscitation. Receiver operator characteristic curve was used to assess the BIS
By the end of observation, 20 cases (44.4%) survived with a significantly higher BIS
The BIS",https://pubmed.ncbi.nlm.nih.gov/29851509/
29485961,Cerebral Function and Perfusion during Cardiopulmonary Bypass: A Plea for a Multimodal Monitoring Approach.,The heart surgery forum,2018,"Thudium M, Heinze I, Ellerkmann RK, Hilbert T","Postoperative neurological injury still represents a major cause of morbidity after cardiac surgery. Our objective was to compare the limits as well as advantages of routine monitoring tools for the detection of cerebral function and perfusion deficits during cardiopulmonary bypass in a daily clinical setting.
Adult patients undergoing elective cardiac surgery with use of cardiopulmonary bypass were included. Patients received monitoring comprising Bispectral Index (BIS), Near Infrared Spectroscopy (NIRS) and assessment of middle cerebral artery flow velocity (MCAV) using transcranial Doppler (TCD) sonography. Measurements were taken after anesthesia induction (at baseline) and every 10 minutes during aortic cross-clamping. Relative deviation from baseline values was calculated. Values were compared with predefined, generally accepted threshold values identifying patients at risk for cerebral functional and perfusion deficits.
30 consecutive patients were included into data analysis. Compared to NIRS as well as BIS monitoring, there was a wide interindividual variability in relative MCAV values for the whole cohort (median 0.9, range 0.39-2.19). Out of 229 measurements in total, 82 BIS but only 30 NIRS and 12 TCD values were lying outside predefined limits. TCD monitoring identified two patients with disturbed cerebral autoregulation, while NIRS remained unremarkable. The latter was significantly associated with systemic hemoglobin levels. Finally, patients with relative MCAV values >1.0 had a higher risk of developing postoperative delirium.
Our findings reveal inherent technical limitations of each individual monitoring component, such as high interindividual variability (TCD), low spatial resolution (NIRS), or interaction with anesthetics (BIS). We therefore argue for a multimodal neuromonitoring that combines several qualities. Such approach would help reducing these limitations while individual components complement each other, thus providing more patient safety during cardiac surgery. Furthermore, such an approach would be easily applicable in a routine clinical setting.",https://pubmed.ncbi.nlm.nih.gov/29485961/
29429638,"Association between intraoperative hypotension and 30-day mortality, major adverse cardiac events, and acute kidney injury after non-cardiac surgery: A meta-analysis of cohort studies.",International journal of cardiology,2018,"Gu WJ, Hou BL, Kwong JSW, Tian X, Qian Y, Cui Y, Hao J, Li JC, Ma ZL, Gu XP","The association between intraoperative hypotension (IOH) and postoperative outcomes is not fully understood. We performed a meta-analysis to determine whether IOH is associated with increased risk of 30-day mortality, major adverse cardiac events (MACEs) and acute kidney injury (AKI) after non-cardiac surgery.
We searched PubMed and Embase through May 2016 to identify cohort studies that investigated the association between IOH and risk of 30-day mortality, MACEs, or AKI in adult patients after non-cardiac surgery. Ascertainment of IOH and assessment of outcomes were defined by the individual study. Considering the level of clinical heterogeneity, adjusted odds ratios (ORs) with 95% confidence interval (CIs) were pooled using a random-effects model. This meta-analysis is registered on PROSPERO (CRD42016049405).
We included 14 cohort studies that were heterogeneous in terms of definition of IOH. IOH alone was associated with increased risk of 30-day mortality (OR 1.29 [95% CI, 1.19-1.41]), MACEs (OR 1.59 [95% CI, 1.23-2.05]), especially myocardial injury (OR 1.67 [95% CI, 1.31-2.13]), and AKI (OR 1.39 [95% CI, 1.09-1.77]). Triple low (IOH coincident with low bispectral index and low minimum alveolar concentration) also predicts increased risk of 30-day mortality (OR 1.32 [95% CI, 1.03-1.68]).
IOH alone significantly increases the risk of postoperative 30-day mortality, MACEs, especially myocardial injury, and AKI in adult patients after non-cardiac surgery. Triple low also predicts increased risk of 30-day mortality after non-cardiac surgery. These findings provide evidence that IOH should be recognized as an independent risk factor for postoperative adverse outcomes after non-cardiac surgery.",https://pubmed.ncbi.nlm.nih.gov/29429638/
29171804,An intraoperative motor tract positioning method in brain tumor surgery: technical note.,Journal of neurosurgery,2018,"Yamaguchi F, Ten H, Higuchi T, Omura T, Kojima T, Adachi K, Kitamura T, Kobayashi S, Takahashi H, Teramoto A, Morita A","Intraoperative 3D recognition of the motor tract is indispensable to avoiding neural fiber injury in brain tumor surgery. However, precise localization of the tracts is sometimes difficult with conventional mapping methods. Thus, the authors developed a novel brain mapping method that enables the 3D recognition of the motor tract for intrinsic brain tumor surgeries. This technique was performed in 40 consecutive patients with gliomas adjacent to motor tracts that have a risk of intraoperative pyramidal tract damage. Motor tracts were electrically stimulated and identified by a handheld brain-mapping probe, the NY Tract Finder (NYTF). Sixteen-gauge plastic tubes were mounted onto the NYTF and inserted in the estimated direction of the motor tract with reference to navigational information. Only the NYTF was removed, leaving the plastic tubes in their places, immediately after muscle motor evoked potentials were recorded at the minimum stimulation current. Motor tracts were electrically identified in all cases. Three-dimensional information on the position of motor tracts was given by plastic tubes that were neurophysiologically placed. Tips of tubes showed the resection limit during tumor removal. Safe tumor resection with an arbitrary safety margin can be performed by adjusting the length of the plastic tubes. The motor tract positioning method enabled the 3D recognition of the motor tract by surgeons and provided for safe resection of tumors. Tumor resections were performed safely before damaging motor tracts, without any postoperative neurological deterioration.",https://pubmed.ncbi.nlm.nih.gov/29171804/
28630395,Cerebral Infarction by Paradoxical Gas Embolism During Laparoscopic Liver Resection with Injury of the Hepatic Vessels in a Patient without a Right-to-Left Systemic Shunt.,The American journal of case reports,2017,"Kawahara T, Hagiwara M, Takahashi H, Tanaka M, Imai K, Sawada J, Kunisawa T, Furukawa H","BACKGROUND Carbon dioxide (CO2) is believed to be the safest gas for laparoscopic surgery, which is a standard procedure. We experienced severe cerebral infarction caused by paradoxical CO2 embolism during laparoscopic liver resection with injury of the hepatic vessels despite the absence of a right-to-left systemic shunt. CASE REPORT A 60-year-old man was diagnosed with hepatocellular carcinoma in the right hepatic lobe secondary to alcoholic liver disease. We planned the laparoscopy-assisted liver resection. During the surgery, the root of the right hepatic vein was injured. A 1.5-cm hole was accidentally made in the right hepatic vein, while mobilizing the right hepatic lobe laparoscopically. End-tidal CO2 dropped from 39 to 15.5 mmHg, and systemic blood pressure dropped from 121 to 45 mmHg, returning to normal with the administration of inotropes. The transesophageal echocardiography revealed numerous bubbles in the left atrium and ventricle. The Bispectral Index monitoring system showed low brain activity, suggesting cerebral infarction due to paradoxical gas embolism. The hepatectomy was completed by conversion to open laparotomy. The patient went into a coma and suffered quadriplegia after surgery, despite the cooling of his head and the administration of Thiamylal. Brain MRI revealed cerebral infarction in the broad area of the cerebral cortex right side predominantly, with poor blood flow confirmed by the brain perfusion single-photon emission CT. Rehabilitation was gradually achieved with Botox injections. CONCLUSIONS Cerebral infarction by paradoxical gas embolism is a rare complication in laparoscopic surgery, but it is important to be aware of the risk and to be prepared to treat it.",https://pubmed.ncbi.nlm.nih.gov/28630395/
28004334,"Noninvasive Neuromonitoring: Current Utility in Subarachnoid Hemorrhage, Traumatic Brain Injury, and Stroke.",Neurocritical care,2017,"Vinciguerra L, Bösel J","Noninvasive neuromonitoring is increasingly being used to monitor the course of primary brain injury and limit secondary brain damage of patients in the neurocritical care unit. Proposed advantages over invasive neuromonitoring methods include a lower risk of infection and bleeding, no need for surgical installation, mobility and portability of some devices, and safety. The question, however, is whether noninvasive neuromonitoring is practical and trustworthy enough already. We searched the recent literature and reviewed English-language studies on noninvasive neuromonitoring in subarachnoid hemorrhage, traumatic brain injury, and ischemic and hemorrhagic stroke between the years 2010 and 2015. We found 88 studies that were eligible for review including the methods transcranial ultrasound, electroencephalography, evoked potentials, near-infrared spectroscopy, bispectral index, and pupillometry. Noninvasive neuromonitoring cannot yet completely replace invasive methods in most situations, but has great potential being complementarily integrated into multimodality monitoring, for guiding management, and for limiting the use of invasive devices and in-hospital transports for imaging.",https://pubmed.ncbi.nlm.nih.gov/28004334/
