PMID,Title,Journal,PubDate,Authors,Abstract,PubMedURL
41420383,"Intercerebral autoregulation index consistency in the derivation of CPPopt, MAPopt, and BISopt in humans: A scoping review.",Physiological reports,2025,"Hasan R, Zhang K, Stein KY, Buchel A, Bergmann T, Sainbhi AS, Vakitbilir N, Herath I, Silvaggio N, Hayat M, Moon J, Zeiler FA","The optimization of cerebral perfusion and sedation using autoregulation-derived physiologic targets such as optimal cerebral perfusion pressure (CPPopt), optimal mean arterial pressure (MAPopt), and optimal bispectral index (BISopt) has emerged as a promising strategy in neurocritical and perioperative care. However, the reliability and comparability of these optimal (Opt) parameters across different autoregulatory indices remain uncertain. This paper systematically reviews and synthesizes literature comparing CPPopt, MAPopt, and BISopt derived from invasive and noninvasive indices. Following PRISMA-ScR guidelines, studies directly comparing CPPopt, MAPopt, or BISopt from at least two indices were included. Ten studies compared CPPopt, mostly in traumatic brain injury, with mean values between 70 and 76 mmHg. Nine studies compared MAPopt, reporting strong correlations between transcranial doppler-, near-infrared spectroscopy-, and intracranial pressure-derived indices across populations, though limits of agreement were wide. One study compared BISopt across indices, showing internal consistency, while two cross-Opt studies found little correlation between BISopt and CPPopt or MAPopt. CPPopt and MAPopt appear physiologically robust across indices, supporting translational potential in both invasive and noninvasive settings. BISopt may represent a distinct optimization domain related to sedation rather than perfusion. Methodological heterogeneity and limited outcome validation remain barriers. Future work should emphasize standardization, multimodal integration, and outcome-driven trials.",https://pubmed.ncbi.nlm.nih.gov/41420383/
41101839,"Optimal Sedation and Analgesia in Patients with Polytrauma, Excluding Brain Injury.",Critical care clinics,2025,"Riddell JR, Cohen L, Lewis IL, Wise MP","Polytrauma represents a distinct clinical challenge, characterized by multiple simultaneous traumatic injuries and requiring a coordinated, multidisciplinary approach for effective management. This review outlines a phase-specific, evidence-based approach to optimizing sedation and analgesia in polytrauma patients, excluding those with brain injury. Validated assessment tools such as the Richmond Agitation-Sedation Scale and the critical care pain observation tool are emphasized, alongside adjunctive methods like bispectral index monitoring in select cases. A structured, trauma-informed approach is critical to optimize recovery, reduce complications, and enhance quality of life.",https://pubmed.ncbi.nlm.nih.gov/41101839/
41054086,The effect of intravenous lignocaine infusion on intraoperative desflurane requirement: A randomised controlled trial.,Medicine,2025,"Sayed Masri SNN, Matthew Rona WA, Muhamad Suhaini NA, Mohamad Yusof A, Budiman M, Masdar A, Izaham A","Perioperative intravenous (IV) lignocaine infusion has a minimum alveolar concentration sparing effect, and this study was designed to investigate the impact of IV lignocaine infusion on the intraoperative end-tidal desflurane (Et-Des) concentration required to maintain the Bispectral Index Scale (BIS) values between 40 and 60.
Forty-eight patients were recruited for laparoscopic cholecystectomy, appendicectomy, or ovarian cystectomy. They were randomly assigned to Group A, who received a bolus of 1.5 mg kg⁻1 of 2% lignocaine hydrochloride over 3 minutes, followed by an IV infusion of 1 mg kg⁻1 h⁻1 until skin closure, and Group B, who received an equal volume of normal saline. Baseline BIS values, heart rate, and mean arterial pressure were recorded before induction of anesthesia and subsequently every 10 minutes until skin closure. Et-Des concentration, hemodynamic changes, BIS, minimum alveolar concentration, the dose of fentanyl administered, and the amount and cost of desflurane used between the 2 groups were analyzed.
Et-Des concentration in Group A (4.3% ± 0.45%) was significantly lower than in Group B (5.3% ± 0.56%, P < .001). The cost of desflurane was significantly reduced in Group A than in Group B (Ringgit Malaysia: 35.79 ± 7.43 vs Ringgit Malaysia: 46.37 ± 9.75, P < .001). Both groups' heart rate and mean arterial pressure showed no significant differences (P  = .484 and 0.619, respectively).
Intravenous lignocaine infusion reduces the Et-Des concentration, amount, and cost required to maintain the BIS value at 40 to 60 without significant hemodynamic changes or side effects in laparoscopic abdominal surgery. The usage of intravenous lignocaine infusion as adjunct to anesthesia is feasible to reduce anesthetic agent requirement.",https://pubmed.ncbi.nlm.nih.gov/41054086/
41034765,"Safety, pharmacokinetics, and pharmacodynamics of Dexmedetomidine two-phase flow atomization in healthy subjects: a randomized, parallel study.",BMC anesthesiology,2025,"Lian Y, Luo H, Yang Z, He J, Chen H, Sun Y","In this study, we aimed to compare the sedative effects, pharmacokinetics (PKs), and safety of dexmedetomidine (DEX) administered using a two-phase flow atomization device with those of conventional intranasal drop-based administration in healthy volunteers.
This prospective, parallel, double-blind study compared the PK and pharmacodynamic (PD) profiles of DEX administered via conventional intranasal drop (Group C) or two-phase flow atomization (Group E). Twenty-two healthy adult volunteers were enrolled and randomly assigned to the two groups using a computer-generated randomization sequence. Each participant received DEX at a dose of 2 µg/kg. Sedation was assessed using the Ramsay Sedation Scale and the bispectral index, and PK analysis was performed on blood samples collected at multiple time points.
The two-phase flow atomization group exhibited a significantly faster onset of sedation than the conventional intranasal drop-based administration group and a longer duration of sedation. Compared with Group C, Group E presented an increasing trend in the maximum plasma concentration and in the area under the concentration‒time curve from time zero to the last time point (AUC0t). We found no significant differences in other PK parameters between the two groups, with all P-values > 0.05. The plasma concentrations were slightly higher in the two-phase flow atomization group after 30 min. The changes in systolic blood pressure and heart rate of both groups of volunteers were within 25% of the baseline values, with no adverse reactions such as hypotension or sinus bradycardia. CONCLUSIONS : The findings indicate that the two-phase flow atomization device offers faster onset and longer duration of sedation with DEX nasal administration, with a favorable safety profile in healthy volunteers (American Society of Anesthesiologists Physical Status Class 1) under specific conditions. Therefore, based on the sedation dynamics, we infer that this device may enhance drug deposition in the olfactory region of the nasal cavity, thereby enhancing the effects of the drug in the central nervous system through nose-to-brain delivery. This study provides new insights into the optimization of nasal drug delivery devices, particularly for pediatric patients and patients in clinical settings requiring rapid sedation.
This study was registered at ChiCTR.org.cn (registration number ChiCTR2400091480) on 29/10/2024.",https://pubmed.ncbi.nlm.nih.gov/41034765/
40829686,Advanced neuromonitoring techniques for medical and neurological ICU patients.,Brain research bulletin,2025,"Eshraghi R, Yazdani MS, Bahrami A, Amani-Beni R, Darouei B, Mokhtari M, Hashemian SM","Newly developed neurological complications are not confined to patients admitted to the neurology ICU but also occur in the medical ICU. In addition to patients with traumatic brain injuries, critically ill patients with sepsis, encephalopathy, and post-cardiopulmonary resuscitation are at risk of developing neurological complications. The situation can worsen when patients are sedated and intubated, which prevents the clinical manifestations to be presented. In this regard, non-convulsive seizures and status epilepticus, new onset strokes, and neuromuscular weakness syndromes could be missed which escalates the prognosis. The advancement of neuromonitoring technology enables real-time, multimodal assessments of brain functions, improving the ability of clinicians to detect and preemptively address potential neurological complications. In this study, we reviewed which certain neurological and medical conditions pose a high risk for developing secondary or new-onset neurological complications. Additionally, we reviewed various approaches that can assist in detecting these complications, including automated pupillometry, Bispectral Index monitoring, electroencephalogram, somatosensory evoked potentials monitoring, jugular venous oxygen saturation monitoring, PbO2 monitoring, near-infrared spectroscopy, transcranial Doppler sonography, thermal diffusion flowmetry, cerebral perfusion pressure monitoring, and biomarkers associated with neuronal damage. Last but not least, we reviewed the potential of integrating artificial intelligence in the ICU.",https://pubmed.ncbi.nlm.nih.gov/40829686/
40778580,"Pre-operative dexmedetomidine nasal spray and emergence agitation in adults undergoing ear, nose and throat surgery: a randomised controlled trial.",Anaesthesia,2025,"Wang D, Dou W, Hu JH, Huang L, Liu H, Ji FH, Peng K","Emergence agitation is common after ear, nose and throat surgery, causing patient discomfort and increased risk of complications. We hypothesised that pre-operative dexmedetomidine nasal spray would reduce the incidence of emergence agitation in adult patients undergoing these procedures.
We conducted a randomised double-blind controlled trial in adults scheduled for ear, nose and throat surgery. Patients were allocated (1:1) to receive nasal spray with dexmedetomidine (75-100 μg based on age and weight) or 0.9% saline, 30 min before induction. Sevoflurane anaesthesia was titrated to bispectral index 40-60. The primary outcome was the incidence of emergence agitation (Riker sedation agitation scale score ≥ 5 from sevoflurane discontinuation to 5 min post-tracheal extubation).
We recruited 159 patients (median (IQR [range]) age 50 (36-60 [18-77]) y; 62% male). The incidence of emergence agitation in patients allocated to the dexmedetomidine group was 25% (20/80) compared with 47% (37/79) in those allocated to the 0.9% saline group (RR 0.53, 95%CI 0.34-0.82, p = 0.004), with a number needed to treat of 4.6. Secondary and exploratory outcomes showed that dexmedetomidine nasal spray was associated with: less venepuncture pain; reduced rate of sleep disturbance on the first night after surgery; and higher patient satisfaction, without increasing adverse events.
Pre-operative dexmedetomidine nasal spray reduced emergence agitation in adult patients undergoing ear, nose and throat surgery, and could enhance peri-operative care for these procedures.
People often feel confused, upset or restless when they wake up after ear, nose and throat (ENT) surgery. This can be uncomfortable and cause problems. Doctors thought that give a drug through a nose spray (called dexmedetomidine) before surgery might help stop this from happening. Doctors did a study with adult patients having ENT surgery. Half of the patients got the nose spray with medicine (dexmedetomidine), and the other half got a spray with salty water (normal saline). No one knew who got which spray. The spray was given 30 minutes before the surgery started. All patients were put to sleep using the same type of gas (sevoflurane) and doctors carefully watched their brain activity to make sure they were asleep enough. The main thing doctors looked for was how many people became upset or restless right after waking up. The study included 159 patients. In the group that got the medicine spray, 25% became agitated after waking up. In the group that got the salty water, 47% became agitated. This means the medicine helped a lot: only about 1 in every 5 people needed the spray to see a benefit. The medicine also helped people feel less pain when getting a needle, sleep better the first night after surgery and feel happier overall. It did not cause extra problems or side effects. Giving dexmedetomidine nose spray before surgery helped adults wake up more calmly after ENT surgery. It could be a good way to make the whole surgery experience safer and more comfortable.",https://pubmed.ncbi.nlm.nih.gov/40778580/
40665940,Anesthetic Effects and Safety of Remimazolam Tosilate in Elderly Patients With Hip Fractures: A Retrospective Cohort Study.,Annali italiani di chirurgia,2025,"Liang J, Wang Q, Wan J","The aim of this study is to evaluate the anesthetic effectiveness and safety of remimazolam tosilate (RT) compared with propofol in elderly patients undergoing hip fracture surgery.
This retrospective cohort study analyzed clinical data from patients aged ≥60 years who underwent hip fracture surgery between January 2023 and December 2024 at our center. Patients were divided into two groups based on the anesthetic administered: group remimazolam tosilate (RT) (n = 105) and group propofol (P) (n = 115). Anesthetic efficacy outcomes included the time from the start of induction to achieving a bispectral index (BIS) ≤60 and a Modified Observer's Assessment of Alertness/Sedation (MOAA/S) score ≤3, as well as the time from discontinuation of the anesthetic agent to extubation and discharge from the post-anesthesia care unit (PACU). Safety outcomes included assessments of hemodynamic stability and the incidence of adverse events.
Both groups achieved comparable sedation efficacy (BIS ≤60, MOAA/S ≤3). Group RT exhibited significantly shorter extubation times (7.04 ± 1.41 min
RT provides effective anesthesia with faster recovery and enhanced hemodynamic stability compared to propofol in elderly patients undergoing hip fracture surgery. Additionally, its lower incidence of injection pain further supports its safety, suggesting that RT is a promising alternative for anesthesia in this patient population.",https://pubmed.ncbi.nlm.nih.gov/40665940/
40355084,Determination of Induction Time in Adult Patients with Valvular Heart Disease.,Indian heart journal,2025,"Mital T, Hasija S, Das S, Chauhan S, Khan MA","Intravenous anaesthetics induce loss of consciousness in one arm-brain circulation time. As the circulatory transit time in patients with mitral stenosis (MS) and aortic stenosis (AS) is increased, the delivery of anaesthetics to the brain may be prolonged and consequently the onset of hypnosis. This study aimed to compare the induction time in patients with and without valvular heart disease (VHD).
Prospective, single-center, open-label analytical study.
It was conducted in adult patients undergoing elective cardiac surgery.
The patients (n = 144) were segregated into three groups; Group 1 - Stenotic VHD (MS, AS), Group 2 - Regurgitant VHD (Mitral Regurgitation, Aortic Regurgitation), and Group 3 - Control (coronary artery disease).
General anaesthesia was induced with intravenous thiopental 4mg kg
Patients in Group 1 (n = 48) had significantly prolonged induction time (99.6 ± 12.9s; p < 0.001) compared to the other two groups (n = 48 each) (68.5 ± 9.6s in Group 2 and 70.4 ± 11.8s in Group 3). Time required for BIS to fall below 60 was significantly longer in Group 1 (139.4 ± 24.6s; p < 0.001) compared to Group 2 (90.4 ± 6.3s) and Group 3 (92.1 ± 12s).
The induction time was prolonged in patients with stenotic VHD compared to patients with regurgitant VHD or those without VHD.",https://pubmed.ncbi.nlm.nih.gov/40355084/
40220354,"Cortical, subcortical, brainstem and autonomic responses to nociception under total intravenous anesthesia.",Journal of clinical anesthesia,2025,"Vide S, Kreuzer M, Ferreira A, Couto M, Agustí M, Jaramillo S, Schneider G, García PS, Abelha F, Amorim P, Trocóniz I, Larson M, Gambús P","Physiological responses to nociception are complex and involve intricate associations between the central, peripheral, and autonomic nervous systems. To optimize intraoperative analgesic titration, several monitoring devices have been developed, each targeting specific physiologic variables. However, existing devices primarily focus on isolated components of the nociceptive response, such as autonomic or cortical activity, without integrating these perspectives comprehensively. Our aim was to compare the performance of different nociception monitors in response to standardized tetanic stimulation and to investigate the correlation between these monitors' responses and varying concentrations of remifentanil.
In this study, we evaluated and compared the responses of the Nociception Level index (NOL), Analgesia Nociception Index (ANI), Pupillary Reflex Dilation (PRD) and both raw and processed electroencephalogram (EEG) under varying concentrations of propofol and remifentanil. Standardized tetanic stimuli were administered to patients under general anesthesia with target-controlled infusion of propofol and remifentanil. EEG, PRD, NOL, ANI, heart rate (HR), Bispectral index (BIS), and CONOX monitor indices (qCON and qNOX) were concomitantly recorded.
ANI, BIS, HR, NOL, PRD, and qNOX significantly changed after noxious stimulation. In our dataset, PRD had the strongest correlation with varying remifentanil concentrations, while ANI, NOL, and qNOX did not show significant correlations with remifentanil concentrations. Following a noxious stimulus, the raw EEG in patients with low PRD exhibited a significant increase in power in the high EEG frequencies around 25 Hz and decreased power in frequencies corresponding to the alpha range (8-12 Hz) in the power spectral density.
PRD, HR, and BIS correlated with varying levels of remifentanil, with PRD exhibiting the strongest correlation. When CE remifentanil are low, noxious stimuli are more likely to dilate the pupil and be detected in the EEG. Considering the complexity of the nociceptive response, integrating multimodal neurophysiologic monitoring with pharmacological data may improve the anesthesiologist's ability to assess on the nociception-antinociception balance. However, further studies are needed to validate these findings and address the study's limitations.",https://pubmed.ncbi.nlm.nih.gov/40220354/
39959121,"Effects of Ciprofol and Propofol General Anesthesia on Postoperative Recovery Quality in Patients Undergoing Ureteroscopy: A Randomized, Controlled, Double-Blind Clinical Trial.","Drug design, development and therapy",2025,"Shi S, Wu J, Wu Y, Han X, Dai H, Chen X, Sun Z, Wang F","This study compares postoperative recovery quality between Ciprofol and Propofol, providing a reference for the clinical application of anesthetics.
We randomized 112 patients undergoing ureteroscopic surgery into two groups: the Ciprofol group (Group C), with an induction dose of 0.4 mg/kg and a maintenance dose of 0.8-1.5 mg/(kg·h), and the Propofol group (Group P), with an induction dose of 2 mg/kg and a maintenance dose of 4-10 mg/(kg·h). Both groups received sevoflurane at a concentration of 1%. The Bispectral Index (BIS) was maintained between 40 and 60. The primary outcomes were the Quality of Recovery-15 (QoR-15) scores on postoperative day 1 (POD1). Secondary outcomes included hemodynamic parameters, vasopressor use, timing indicators, sedative consumption, BIS values, Riker Sedation-Agitation Scale (R-SAS) scores, urinary tract symptoms, patient satisfaction, and adverse events.
No significant differences were observed in QoR-15 scores between the two groups. Although Group C had higher pain (P = 0.004) and comfort (P = 0.002) scores on POD1, these differences were not clinically significant. The incidence of hypotension and vasopressor use was lower in Group C, which had more stable hemodynamics. Additionally, the time from induction to BIS ≤ 60 was shorter in Group P (P = 0.001), while Group C had lower BIS values from drug discontinuation to full recovery of consciousness (P = 0.001). The incidence of urinary tract symptoms on POD1 was lower in Group C (P = 0.043). There were no significant differences in time to spontaneous breathing recovery, extubation, recovery room stay, time to first ambulation, hospital stay, patient satisfaction, or other adverse events.
Ciprofol provides comparable early postoperative recovery to Propofol during ureteroscopy and may be a preferable alternative for urological procedures, especially in patients with blood pressure concerns.
Chinese Clinical Trial Registry (ChiCTR2400082736).",https://pubmed.ncbi.nlm.nih.gov/39959121/
