PMID,Title,Journal,PubDate,Authors,Abstract,PubMedURL
40829686,Advanced neuromonitoring techniques for medical and neurological ICU patients.,Brain research bulletin,2025,"Eshraghi R, Yazdani MS, Bahrami A, Amani-Beni R, Darouei B, Mokhtari M, Hashemian SM","Newly developed neurological complications are not confined to patients admitted to the neurology ICU but also occur in the medical ICU. In addition to patients with traumatic brain injuries, critically ill patients with sepsis, encephalopathy, and post-cardiopulmonary resuscitation are at risk of developing neurological complications. The situation can worsen when patients are sedated and intubated, which prevents the clinical manifestations to be presented. In this regard, non-convulsive seizures and status epilepticus, new onset strokes, and neuromuscular weakness syndromes could be missed which escalates the prognosis. The advancement of neuromonitoring technology enables real-time, multimodal assessments of brain functions, improving the ability of clinicians to detect and preemptively address potential neurological complications. In this study, we reviewed which certain neurological and medical conditions pose a high risk for developing secondary or new-onset neurological complications. Additionally, we reviewed various approaches that can assist in detecting these complications, including automated pupillometry, Bispectral Index monitoring, electroencephalogram, somatosensory evoked potentials monitoring, jugular venous oxygen saturation monitoring, PbO2 monitoring, near-infrared spectroscopy, transcranial Doppler sonography, thermal diffusion flowmetry, cerebral perfusion pressure monitoring, and biomarkers associated with neuronal damage. Last but not least, we reviewed the potential of integrating artificial intelligence in the ICU.",https://pubmed.ncbi.nlm.nih.gov/40829686/
40769410,EEG theta and alpha biomarkers during an avoid-avoid conflict task: Links to anxiety.,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,2025,"Stocker B, Moore R, Lockhart T","Goal conflict is central to anxiety processing, but certain forms of goal conflict, such as avoid-avoid, remain under-investigated in EEG research. This study adapted the Joystick Operated Runway Task (JORT) for use with EEG to explore neural biomarkers of goal conflict related to the Behavioural Inhibition System (BIS), a key component of Reinforcement Sensitivity Theory (RST). A novel Trial Calibration System (TCS) was implemented to control motor activity and equate task difficulty across participants during high and low conflict conditions. Forty right-handed participants (aged 18-24) completed the EEG-adapted JORT, where conflict was manipulated by varying the speed of aversive stimuli. Behavioural data confirmed effective goal conflict induction: high conflict trials produced slower reaction times, more joystick movements, and a performance accuracy near 52 %, indicating a balanced conflict. EEG analyses using Current Source Density (CSD) transformations revealed increased right-frontal theta power and coherence during high conflict trials, consistent with BIS engagement. Left-frontal alpha power and coherence were more prominent during low conflict, while high conflict also produced elevated alpha power in parieto-occipital regions, suggesting roles in early threat detection and sensory integration. These results suggest that avoid-avoid goal conflict reliably activates BIS-related neural systems and that the updated JORT provides a valid method for studying anxiety-related biomarkers. Using a motor-calibrated framework, this is the first study to integrate EEG with an avoid-avoid conflict paradigm. Future work should examine pharmacological modulation and include clinical samples to further validate the specificity of the observed neural patterns for anxiety-related conflict processing.",https://pubmed.ncbi.nlm.nih.gov/40769410/
40713379,Impact of Electroencephalography-guided Anesthesia in Cardiothoracic Surgery: A Systematic Review and Updated Meta-analysis of Randomized Controlled Trials.,Journal of cardiothoracic and vascular anesthesia,2025,"Silva BM, Alves E Gomes AD, Marcolin Miranda L, Albuquerque LG, Defante MLR, Miranda NCD, De Lima PEC, Damião VP","To evaluate the impact of electroencephalography (EEG)-guided anesthesia versus non-EEG-guided anesthesia on postoperative delirium and adverse outcomes in patients undergoing cardiothoracic surgeries.
A systematic review and meta-analysis were performed using PubMed, Embase, and Cochrane Library.
All randomized clinical trials (RCTs).
Eight RCTs with 2,666 patients: 1,304 received EEG-guided anesthesia and 1,362 received usual care.
Anesthesia guided by EEG in cardiothoracic surgery.
Mean differences (MDs) were used to pool continuous outcomes while risk ratios (RRs) were used for binary outcomes, using 95% confidence intervals (CIs). A random-effects model was used to examine the treatment. Statistical analysis was performed using R Studio. EEG-guided anesthesia was associated with a trend toward reduced ventilatory support duration (MD: -25.08, 95% CI: -50.12 to -0.04, p = 0.05, I² = 0%). No significant differences were found in postoperative delirium (RR: 0.93, 95% CI: 0.79-1.09, p = 0.35, I² = 42.6%), hospital length of stay (MD: -0.22, 95% CI: -0.53 to 0.09, p = 0.17, I² = 4.7%), intensive care unit length of stay (MD: -0.24, 95% CI -0.59 to 0.12, p = 0.19, I² = 71.7%), mortality (RR: 0.82, 95% CI: 0.54-1.25, p = 0.36, I² = 42%), or intraoperative blood transfusion (RR: 0.96, 95% CI: 0.74-1.25, p = 0.79, I² = 0%).
The findings demonstrated that EEG-guided anesthesia was associated with a shorter duration of respiratory support. However, this study did not identify any significant comparative advantage over standard practices for the other outcomes analyzed.",https://pubmed.ncbi.nlm.nih.gov/40713379/
40683805,Response of the Conox quantitative electroencephalographic monitor to neuromuscular block in awake volunteers.,British journal of anaesthesia,2025,"Schuller PJ, Pretorius JPG, Newbery KB","The Conox monitor analyses the frontal EEG to generate two indices of anaesthetic effects: qCON, intended to indicate the level of consciousness, and qNOX, designed to reflect responsiveness to noxious stimuli. Two similar quantitative EEG devices, BIS and Entropy, have been shown to require muscle activity (EMG) to generate accurate index values in awake individuals. Without EMG, these devices produce misleadingly low values and incorrectly suggest sedation or anaesthesia despite the cortical EEG showing the subjects are awake. As EMG affects frequency bands used by Conox, it too could be incorporating muscle activity to generate high values in awake individuals.
We replayed EEGs recorded during awake paralysis to the Conox monitor via an electronic playback system to test whether it requires EMG to generate accurate values in awake subjects.
Both qCON and qNOX decreased after neuromuscular block to values consistent with sedation or anaesthesia, despite subjects being fully awake. qCON decreased below 60 in 15 of 19 trials, and qNOX decreased below 60 in 11 of 19 trials. Overall, 42% of qCON values during paralysis were <60, the level supposedly indicating anaesthesia.
Conox requires muscle activity to generate accurate values in awake individuals. Consequently, it might be an unreliable indicator of awareness in patients who have received neuromuscular blocking drugs. Studies conducted without neuromuscular block can provide misleading guidance when applied to Conox use in paralysed patients. Clinicians should approach manufacturer guidelines with caution and not rely solely on index values to guide dosing of anaesthetic drugs.",https://pubmed.ncbi.nlm.nih.gov/40683805/
40675419,The neurocognitive basis of deception: Individual differences of N2-related conflict monitoring in a social deception task.,Behavioural brain research,2025,"Bertram FE, Leue A","Conflict monitoring was investigated as a neuro-cognitive process of deception. To investigate individual differences of conflict monitoring during a social deception task, we employed the fronto-central N2 component of the electroencephalogram. N = 96 participants (male = 48) reported the trustworthiness or untrustworthiness of previously learned faces in two experimental conditions (affective vs. neutral) either truthfully or deceptively and completed the German BIS/BAS scales and the Conflict Monitoring Questionnaire-44. For an assessment of the robustness of the results, the N2 was quantified using three different quantification methods. Peak-to-peak N2 amplitudes were more negative following untrustworthy vs. trustworthy stimuli regardless of the truthfulness, indicating their sensitivity to negative affect. None of the investigated traits had a significant effect on the individual extent of conflict monitoring. The peak-to-peak amplitude appeared to be most suitable for quantifying the N2 in the examination of conflict monitoring during deception. Results indicated shorter response times and higher correct rates for truthful responses. Since the significance of the Picture type main effect varies with the N2 quantification method, assessing reliability data and examining paradigm parameters could clarify the impact of different N2 quantification approaches on achieving excellent reliability.",https://pubmed.ncbi.nlm.nih.gov/40675419/
40449739,Linking motor impulsivity to cue-induced craving and central beta oscillations in individuals with methamphetamine use disorder.,Behavioural brain research,2025,"Yang X, Zhao Y, Li J, Wang Y","This study investigated neurophysiological mechanisms underlying the association between impulsivity and cue-induced craving in methamphetamine use disorder (MUD). EEG recordings from 42 males with MUD and 46 healthy controls during rest and virtual reality cue exposure revealed three key findings: First, central-parietal beta power (Cz/Cp1) significantly increased during cue exposure in MUD patients (p < 0.001). Second, mediation analysis demonstrated a dual pathway where motor impulsivity (BIS-11) both directly exacerbated craving (β = 0.326, p = 0.001) and indirectly attenuated it through enhanced beta oscillations (indirect effect: β = -0.081, 95 % CI [-0.189, -0.001]). Third, the net effect remained positive (total effect = 0.244), suggesting incomplete compensation. These findings highlight central beta oscillations as a potential biomarker for craving regulation in high-impulsivity individuals.",https://pubmed.ncbi.nlm.nih.gov/40449739/
40376829,"Prediction of EEG-Derived Wavelet Index for End-Tidal Sevoflurane in Pediatric Anesthesia: A Prospective, Single-Blind Study.",Paediatric anaesthesia,2025,"Jiang J, Dan Y, Huang Y, Zheng J, Zhang K","Processed electroencephalogram is able to assess the depth of anesthesia. EEG-derived wavelet index (WLi) is a novel indicator derived from EEG on the basis of wavelet analysis.
We primarily tested whether WLi can reflect changes in end-tidal sevoflurane (sevo
This prospective, single-blind study was performed at a tertiary care hospital affiliated with Shanghai Jiao Tong University School of Medicine, China. WLi and BIS were measured in 40 pediatric patients aged 6 months to 6 years who underwent elective surgeries after sevo
WLi and BIS had comparable performance in predicting the transition of anesthesia status from awake to sevo
WLi can reflect the transition of anesthesia status from light to moderate sedation, and the plateau effect might indicate adequate depth of anesthesia during deeper sedation and general anesthesia.",https://pubmed.ncbi.nlm.nih.gov/40376829/
40303915,Feasibility of Closed-Loop TCI Based on New EEG Baseline in the Presence of Low Dose of Esketamine: A Randomized Controlled Equivalence Trial.,"Drug design, development and therapy",2025,"Li X, Li S, Xu C, He H, Shao W, Zhan S, Xu B","This research aimed to quantify the impact of low dose of esketamine on BIS and validate the feasibility of closed-loop TCI system based on the new BIS baseline with low dose of esketamine.
This study consisted of two phases. The first phase was to quantify the impact of a low dose of esketamine (0.2mg kg
In the first phase, after administering a low dose of esketamine, the BIS increased from 49.9±4.5 to 59.6±6.0,
It is feasible to operate the closed-loop TCI system based on the adjusted BIS baseline in the presence of low dose of esketamine.",https://pubmed.ncbi.nlm.nih.gov/40303915/
40279280,The Effect of Electroencephalographic Trajectory During Anesthesia Emergence on the Indices Monitoring the Hypnotic Component.,Anesthesia and analgesia,2026,"Obert DP, Taetow R, Kratzer S, von Dincklage F, García PS, Schneider G, Kreuzer M","Postoperative neurocognitive disorders (PNDs) are frequent and serious complications that cause an enormous social and economic burden. A previous study demonstrated that certain electroencephalographic (EEG) patterns during emergence from general anesthesia are associated with a higher risk for PND. Compared to patients demonstrating the most favorable trajectory ( Traj Ref : delta-dominant slow-wave anesthesia (ddSWA)→spindle-dominant SWA (sdSWA)→non-SWA (nSWA)→wake), patients presenting Traj Abrupt (ddSWA→wake) had 4-fold increased odds to develop PND and patients with Traj High (nSWA→wake) had 8-fold increased odds of developing PND. We hypothesized that commonly used neuromonitoring devices (state entropy [SE], quantium consciousness index [qCON], bispectral index [BIS], and Patient State Index [PSI]) can differentiate between the various trajectories.
From the original database of the study by Hesse et al, we analyzed 59 EEGs from patients emerging from general anesthesia. They were selected according to their trajectory. We included 19 patients who had shown the most favorable trajectory ( Traj Ref ), 20 who had demonstrated Traj Abrupt , and 20 who had followed Traj High . To evaluate the performance of the neuromonitoring devices, we replayed the patients' EEGs to the monitors using an EEG player. We compared the index values for the 3 different trajectories ( TrajRef , TrajAbrupt , and Traj High ) generated by the different monitoring devices, respectively. Additionally, we evaluated the correlation between the monitoring devices.
SE and PSI were able to resolve significant differences between Traj Ref and Traj Abrupt during a major part of emergence. Traj Ref showed an almost linear increase of index values, whereas Traj Abrupt led to an episode of low index values followed by a sudden increase. However, when comparing Traj Ref vs Traj High , qCON, PSI, and BIS were the indices showing significant differences, especially at the beginning of emergence. Patients representing Traj Ref patterns had significantly lower index values than those depicting TrajHigh . Due to the TrajHigh cases starting in nSWA, their indices were already high at the start of emergence.
Our analysis revealed that the course of the different indices reflects spectral EEG patterns during the emergence from general anesthesia. Considering certain emergence trajectories associated with a higher risk of developing PND, our approach might enable the anesthetist to identify patients particularly susceptible to PND by observing the course of index values before admission to the postanesthesia care unit.",https://pubmed.ncbi.nlm.nih.gov/40279280/
40221315,"Associations between anaesthetic dose-adjusted intraoperative EEG alpha power, processing speed, and postoperative delirium: analysis of data from three prospective studies.",British journal of anaesthesia,2025,"Reese M, Wright MC, Roberts KC, Browndyke JN, Bennett M, Acker L, Devinney MJ, Reekes TH, Waligorska T, Shaw LM, Blennow K, Zetterberg H, Cohen HJ, Mathew JP, Whitson HE, Westover MB, Woldorff MG, Berger M, ","We previously have shown that low intraoperative EEG alpha power is associated with impaired preoperative cognition, a delirium risk factor, and that intraoperative anaesthetic-dose-adjusted EEG bispectral index values were associated with a four-fold increased risk of postoperative delirium (POD). Yet, associations between intraoperative anaesthetic-dose-adjusted alpha power and delirium or delirium risk factors have yet to be quantified.
We examined cerebrospinal fluid (CSF) Alzheimer's disease (AD)-related biomarkers, cognitive scores, EEG recordings, and delirium data from 82 noncardiac, non-neurologic surgical patients ≥60 yr in age. Based on prior work, each participant's intraoperative frontoparietal EEG alpha power was anaesthetic dose-adjusted by dividing it by (2.5 minus the age-adjusted end-tidal minimum alveolar concentration), and then analysed for its association with POD and delirium risk factors, preoperative CSF AD-related biomarkers, and preoperative cognition.
Lower anaesthetic-dose-adjusted frontoparietal alpha power was associated with increased odds of POD (odds ratio [95% confidence interval (CI)]: 1.44 [1.09, 1.89], P=0.009) and moderate-to-severe delirium (odds ratio [95% CI]: 1.44 [1.04, 2.00], P=0.030). Anaesthetic-dose-adjusted frontoparietal alpha power was not associated with pathologic concentrations of CSF pTau-181, Aβ1-42, or pTau-181/Aβ1-42 (P>0.05). In multivariable cognitive models, anaesthetic-dose-adjusted frontoparietal alpha power was associated with preoperative timed processing speed/executive function performance (β [95% CI]: 0.27 [0.06, 0.49], P=0.014), but not with untimed attention/memory performance (β [95% CI]: 0.12 [-0.13, 0.37], P=0.349).
Lower intraoperative anaesthetic-dose-adjusted frontoparietal alpha power was associated with delirium and delirium-predisposing factors (impaired preoperative processing speed/executive function in timed attention tasks). Larger studies are warranted to confirm these associations after further adjustment for covariates.",https://pubmed.ncbi.nlm.nih.gov/40221315/
