PMID,Title,Journal,PubDate,Authors,Abstract,PubMedURL
41303788,Assessment of Sedation in Mechanically Ventilated Children with Severe Acute Bronchiolitis: Correlation Between COMFORT-B Scale and Bispectral Index During Continuous Infusion of Fentanyl and Midazolam.,"Medicina (Kaunas, Lithuania)",2025,"Jožef M, Kerec Kos M, Grosek Š, Hajdinjak M, Dolinar G, Grabnar I",,https://pubmed.ncbi.nlm.nih.gov/41303788/
41249938,Comparison of bispectral index and patient state index during general anesthesia with remimazolam.,BMC anesthesiology,2025,"Shiraishi T, Yahagi M, Yoshida M, Yawata M, Kurokawa H, Tamakawa Y, Kawakita Y, Yaguchi Y","Processed electroencephalographic indices, such as the Bispectral Index (BIS) and Patient State Index (PSI), are widely used to assess anesthetic depth; however, their comparative behavior under remimazolam remains unclear. In practice, either index may deviate from its target range despite stable anesthesia, and the response of the companion monitor is uncertain. This study examined whether the two indices moved in parallel or diverged when one departed from its nominal range during remimazolam anesthesia.
In this prospective, single-center study, BIS and PSI were simultaneously recorded at 21 predefined time points from induction to emergence in 60 adults who received remimazolam-based general anesthesia. Remimazolam was induced at 12 mg/kg/h and maintained at 1 mg/kg/h; all patients received neuromuscular blockade (train-of-four ≤ 1). Two trained observers captured synchronized monitor screenshots and documented the Signal Quality Index, electromyography (EMG), and suppression ratio. Analyses used 994 paired observations: pooled Pearson and repeated-measures correlations, simple linear regression (PSI vs. BIS), repeated-measures Bland-Altman analysis, and a linear mixed-effects model for BIS-PSI differences, including anesthetic phase and EMG as fixed effects and patient as a random intercept.
BIS and PSI showed a strong correlation (r = 0.89) and linear relationship (PSI = 0.936 × BIS - 7.26; R² = 0.79). The repeated-measures Bland-Altman bias was + 10.9 (95% CI 10.3-11.4) with 95% limit of agreement (LoA) - 7.8 to 29.5. Phase-wise modeling showed minimal discrepancies while awake and larger differences during intubation and emergence (Tukey-adjusted p < 0.001), even after EMG adjustment. Both indices tracked the anesthetic depth in parallel but were not numerically interchangeable.
During remimazolam anesthesia, BIS and PSI exhibited parallel temporal trends, indicating shared cortical dynamics despite distinct algorithms. When either index deviated, either elevated or suppressed, the other generally moved in the same direction, reflecting consistent responsiveness rather than device artifacts. Phase-dependent discrepancies and wide agreement limits suggest that each index should be interpreted within its reference framework. Understanding this ""parallel yet nonidentical"" behavior may support context-aware, device-specific depth monitoring.
University Hospital Medical Information Network Clinical Trials Registry (UMIN-CTR, UMIN000058212; registered on June 18, 2025).",https://pubmed.ncbi.nlm.nih.gov/41249938/
41182599,Nociception level index response to pacemaker stimulation.,Journal of clinical monitoring and computing,2025,"Balan C, Barbulescu RT, Dumitrache A, Fodoroiu A, Morosanu B, Nica A, Stanculea I, Stoian I, Valeanu L, Wong A, Bubenek-Turconi SI","The Nociception Level (NOL) index of the PMD-200™ monitor measures intraoperative nociception-antinociception balance. Because it relies on photoplethysmography, it may be affected by pacemaker interference. We evaluated its response to pacemaker stimulation in the absence of nociceptive input. Mechanically ventilated adults after elective cardiac surgery were studied. NOL index, bispectral index, mean arterial pressure, and heart rate were recorded every minute for 35 min across seven five-minute periods: baseline (pacemaker off), pacing at 90 beats.min",https://pubmed.ncbi.nlm.nih.gov/41182599/
40683805,Response of the Conox quantitative electroencephalographic monitor to neuromuscular block in awake volunteers.,British journal of anaesthesia,2025,"Schuller PJ, Pretorius JPG, Newbery KB","The Conox monitor analyses the frontal EEG to generate two indices of anaesthetic effects: qCON, intended to indicate the level of consciousness, and qNOX, designed to reflect responsiveness to noxious stimuli. Two similar quantitative EEG devices, BIS and Entropy, have been shown to require muscle activity (EMG) to generate accurate index values in awake individuals. Without EMG, these devices produce misleadingly low values and incorrectly suggest sedation or anaesthesia despite the cortical EEG showing the subjects are awake. As EMG affects frequency bands used by Conox, it too could be incorporating muscle activity to generate high values in awake individuals.
We replayed EEGs recorded during awake paralysis to the Conox monitor via an electronic playback system to test whether it requires EMG to generate accurate values in awake subjects.
Both qCON and qNOX decreased after neuromuscular block to values consistent with sedation or anaesthesia, despite subjects being fully awake. qCON decreased below 60 in 15 of 19 trials, and qNOX decreased below 60 in 11 of 19 trials. Overall, 42% of qCON values during paralysis were <60, the level supposedly indicating anaesthesia.
Conox requires muscle activity to generate accurate values in awake individuals. Consequently, it might be an unreliable indicator of awareness in patients who have received neuromuscular blocking drugs. Studies conducted without neuromuscular block can provide misleading guidance when applied to Conox use in paralysed patients. Clinicians should approach manufacturer guidelines with caution and not rely solely on index values to guide dosing of anaesthetic drugs.",https://pubmed.ncbi.nlm.nih.gov/40683805/
40588185,Bispectral Index Monitoring in Endoscopic Lumbar Spine Surgery: Retrospective Analysis of Central Nervous System Complications.,World neurosurgery,2025,"Merter A, Özyıldıran M, Kurt F, Özçelik M","Unilateral biportal endoscopic (UBE) spinal surgery involves two separate portals for viewing and working. If the outflow of irrigation fluid between portals is blocked, it can result in increased cerebrospinal fluid pressure, potentially leading to elevated intracranial pressure and related neurological complications. This sudden increase in intracranial pressure may cause transient cerebral hypoperfusion, manifesting as an isoelectric pattern on bispectral index (BIS) monitoring. This study aimed to investigate the use of BIS monitoring as an early indicator of increased intracranial pressure.
BIS monitoring was conducted on patients undergoing UBE surgery to noninvasively detect sudden increases in intracranial pressure. Cases with a follow-up period of less than twelve months were excluded. Intraoperative BIS values of the patients and postoperative neurological complications were retrospectively evaluated.
As of May 2023, BIS monitoring started to be conducted on all patients undergoing UBE surgery in our clinic. Between May and December 2023, 182 levels of endoscopic spinal surgery were performed on 111 patients. The isoelectric BIS pattern was observed intraoperatively in six of these patients. Among them, 1 patient experienced left retinal vein hemorrhage due to increased intracranial pressure. No neurological complications were observed in the remaining five patients.
BIS monitoring is a noninvasive technique that can indicate cerebral hypoperfusion due to sudden increases in intracranial pressure. Thus, BIS monitoring should be considered a valuable tool in the management of patients undergoing UBE spine surgery, aiding in the early detection and appropriate treatment of central nervous system complications.",https://pubmed.ncbi.nlm.nih.gov/40588185/
40528134,Association between low Bispectral Index™ values during anesthesia maintenance and one-year mortality in older patients with different comorbidities: a retrospective cohort study.,Canadian journal of anaesthesia = Journal canadien d'anesthesie,2025,"Ma W, Li C, Li Q","We aimed to investigate the correlation between the duration of low Bispectral Index™ (BIS™) values and 1-year mortality in older patients, particularly in those with different comorbidities.
We conducted a retrospective cohort study of 5,927 older patients (≥ 65 yr of age) who underwent elective noncardiac surgery under general anesthesia with BIS monitoring between February 2015 and February 2022. We used univariable and multivariable Cox proportional hazard models to explore the associations between the cumulative duration of BIS values < 40 and postoperative 1-year mortality. We performed exploratory subgroup and interaction analyses to investigate whether any association with outcome differed in patients with multimorbidity as assessed by the Charlson comorbidity index (CCI).
We included 5,927 patients undergoing elective noncardiac surgery, with a mean (standard deviation [SD]) age of 71 (5) yr. Among them, 2,234 (38%) patients with multimorbidity had a CCI ≥ 3, and 3,693 (62%) had CCI < 3. Postoperatively, 588/5,927 (10%) patients died within 1 year. After adjusting for covariates, multivariable Cox proportional hazard analysis showed that the cumulative duration of BIS < 40 was not significantly associated with 1-year mortality (adjusted hazard ratio, 1.07; 95% confidence interval [CI], 0.99 to 1.15; P = 0.08); this association remained stable among patients with multimorbidity (adjusted hazard ratio, 1.06; 95% CI, 0.96 to 1.16).
In this retrospective cohort study of 5,927 older patients, the cumulative duration of BIS < 40 was not significantly associated with 1-year mortality, especially in patients with multimorbidity.
RéSUMé: OBJECTIF: Notre objectif était d’étudier la corrélation entre la durée de faibles valeurs d’indice bispectral™ (BIS™) et la mortalité à 1 an chez la patientèle âgée, en particulier chez les personnes présentant différentes comorbidités. MéTHODE: Nous avons mené une étude de cohorte rétrospective auprès de 5927 personnes âgées (≥ 65 ans) qui ont bénéficié d’une chirurgie non cardiaque non urgente sous anesthésie générale avec surveillance du BIS entre février 2015 et février 2022. Nous avons utilisé des modèles à risque proportionnel de Cox univariables et multivariables pour explorer les associations entre la durée cumulée de valeurs de BIS < 40 et la mortalité postopératoire à 1 an. Nous avons réalisé des analyses exploratoires de sous-groupe et d’interaction afin de déterminer si une association avec le devenir différait chez les personnes atteintes de multimorbidité telle qu’évaluée par l'Indice de comorbidité de Charlson (CCI). RéSULTATS: Nous avons inclus 5927 personnes bénéficiant d’une chirurgie non cardiaque non urgente, avec un âge moyen (écart type [ET]) de 71 (5) ans. Parmi celles-ci, 2234 (38 %) individus atteints de multimorbidité avait un CCI ≥ 3, et 3693 (62 %) avaient un CCI < 3. En période postopératoire, 588/5927 (10 %) personnes sont décédées dans un délai d’un an. Après ajustement pour tenir compte des covariables, l’analyse multivariée des risques proportionnels de Cox a montré que la durée cumulative d’un BIS < 40 n’était pas significativement associée à la mortalité à 1 an (rapport de risque ajusté, 1,07; intervalle de confiance [IC] à 95 %, 0,99 à 1,15; P = 0,08); cette association est restée stable chez les personnes atteintes de multimorbidité (rapport de risque ajusté, 1,06; IC 95 %, 0,96 à 1,16). CONCLUSION: Dans cette étude de cohorte rétrospective portant sur 5927 personnes âgées, la durée cumulée de BIS < 40 n’était pas significativement associée à la mortalité à 1 an, en particulier chez les individus atteints de multimorbidité.",https://pubmed.ncbi.nlm.nih.gov/40528134/
40391028,The Impact of Anesthetic Management Under Bispectral Index Monitoring on the Early Recovery Quality of Elderly Patients Undergoing Laparoscopic Surgery: A Blinded Randomized Controlled Trial.,Clinical interventions in aging,2025,"Shi M, Long Y, Zhou Z, Huang L, Wu D, Zhang X","To comprehensively evaluate the impact of bispectral index (BIS) monitoring-guided anesthesia depth on the early recovery quality in elderly patients undergoing laparoscopic surgery.
Ninety patients aged ≥60 years scheduled for laparoscopic surgery under general anesthesia were randomized into three groups: Group C (empirically guided anesthesia), Group B1 (BIS-guided, target range 40-60), and Group B2 (BIS-guided, target range 50-60). Blinded researchers evaluated recovery quality (QoR-15), pain (VAS), and sleep (RCSQ) preoperatively and on postoperative days 1, 2, 3, and 7 (POD
Compared with Group C, Group B1 and B2 had lower propofol consumption, shorter emergence/extubation times, and higher BIS values (T
BIS monitoring-guided anesthesia management can enhance early recovery from laparoscopic surgery in elderly patients with BIS values within a safe range, which may be particularly advantageous for this demographic during laparoscopic procedures.",https://pubmed.ncbi.nlm.nih.gov/40391028/
40279280,The Effect of Electroencephalographic Trajectory During Anesthesia Emergence on the Indices Monitoring the Hypnotic Component.,Anesthesia and analgesia,2026,"Obert DP, Taetow R, Kratzer S, von Dincklage F, García PS, Schneider G, Kreuzer M","Postoperative neurocognitive disorders (PNDs) are frequent and serious complications that cause an enormous social and economic burden. A previous study demonstrated that certain electroencephalographic (EEG) patterns during emergence from general anesthesia are associated with a higher risk for PND. Compared to patients demonstrating the most favorable trajectory ( Traj Ref : delta-dominant slow-wave anesthesia (ddSWA)→spindle-dominant SWA (sdSWA)→non-SWA (nSWA)→wake), patients presenting Traj Abrupt (ddSWA→wake) had 4-fold increased odds to develop PND and patients with Traj High (nSWA→wake) had 8-fold increased odds of developing PND. We hypothesized that commonly used neuromonitoring devices (state entropy [SE], quantium consciousness index [qCON], bispectral index [BIS], and Patient State Index [PSI]) can differentiate between the various trajectories.
From the original database of the study by Hesse et al, we analyzed 59 EEGs from patients emerging from general anesthesia. They were selected according to their trajectory. We included 19 patients who had shown the most favorable trajectory ( Traj Ref ), 20 who had demonstrated Traj Abrupt , and 20 who had followed Traj High . To evaluate the performance of the neuromonitoring devices, we replayed the patients' EEGs to the monitors using an EEG player. We compared the index values for the 3 different trajectories ( TrajRef , TrajAbrupt , and Traj High ) generated by the different monitoring devices, respectively. Additionally, we evaluated the correlation between the monitoring devices.
SE and PSI were able to resolve significant differences between Traj Ref and Traj Abrupt during a major part of emergence. Traj Ref showed an almost linear increase of index values, whereas Traj Abrupt led to an episode of low index values followed by a sudden increase. However, when comparing Traj Ref vs Traj High , qCON, PSI, and BIS were the indices showing significant differences, especially at the beginning of emergence. Patients representing Traj Ref patterns had significantly lower index values than those depicting TrajHigh . Due to the TrajHigh cases starting in nSWA, their indices were already high at the start of emergence.
Our analysis revealed that the course of the different indices reflects spectral EEG patterns during the emergence from general anesthesia. Considering certain emergence trajectories associated with a higher risk of developing PND, our approach might enable the anesthetist to identify patients particularly susceptible to PND by observing the course of index values before admission to the postanesthesia care unit.",https://pubmed.ncbi.nlm.nih.gov/40279280/
40220354,"Cortical, subcortical, brainstem and autonomic responses to nociception under total intravenous anesthesia.",Journal of clinical anesthesia,2025,"Vide S, Kreuzer M, Ferreira A, Couto M, Agustí M, Jaramillo S, Schneider G, García PS, Abelha F, Amorim P, Trocóniz I, Larson M, Gambús P","Physiological responses to nociception are complex and involve intricate associations between the central, peripheral, and autonomic nervous systems. To optimize intraoperative analgesic titration, several monitoring devices have been developed, each targeting specific physiologic variables. However, existing devices primarily focus on isolated components of the nociceptive response, such as autonomic or cortical activity, without integrating these perspectives comprehensively. Our aim was to compare the performance of different nociception monitors in response to standardized tetanic stimulation and to investigate the correlation between these monitors' responses and varying concentrations of remifentanil.
In this study, we evaluated and compared the responses of the Nociception Level index (NOL), Analgesia Nociception Index (ANI), Pupillary Reflex Dilation (PRD) and both raw and processed electroencephalogram (EEG) under varying concentrations of propofol and remifentanil. Standardized tetanic stimuli were administered to patients under general anesthesia with target-controlled infusion of propofol and remifentanil. EEG, PRD, NOL, ANI, heart rate (HR), Bispectral index (BIS), and CONOX monitor indices (qCON and qNOX) were concomitantly recorded.
ANI, BIS, HR, NOL, PRD, and qNOX significantly changed after noxious stimulation. In our dataset, PRD had the strongest correlation with varying remifentanil concentrations, while ANI, NOL, and qNOX did not show significant correlations with remifentanil concentrations. Following a noxious stimulus, the raw EEG in patients with low PRD exhibited a significant increase in power in the high EEG frequencies around 25 Hz and decreased power in frequencies corresponding to the alpha range (8-12 Hz) in the power spectral density.
PRD, HR, and BIS correlated with varying levels of remifentanil, with PRD exhibiting the strongest correlation. When CE remifentanil are low, noxious stimuli are more likely to dilate the pupil and be detected in the EEG. Considering the complexity of the nociceptive response, integrating multimodal neurophysiologic monitoring with pharmacological data may improve the anesthesiologist's ability to assess on the nociception-antinociception balance. However, further studies are needed to validate these findings and address the study's limitations.",https://pubmed.ncbi.nlm.nih.gov/40220354/
40050563,Influence of HeartMate 3™ on Bispectral Index™ monitor: a retrospective observational study.,Journal of clinical monitoring and computing,2025,"Azuma S, Asamoto M, Akabane S, Ezaka M, Otsuji M, Uchida K","Electroencephalogram-derived monitors are affected by various artifacts. HeartMate 3™ operates at frequency bands that overlap with those used for calculating the electromyographic index (EMG) and bispectral index (BIS) on the Bispectral Index™ monitor. This study investigated whether HeartMate 3 elevates these values, a change not predicted with HeartMate II™. This retrospective observational study included data from patients who underwent HeartMate 3 or II implantation between April 2008 and December 2023 as extracted from our institutional database. Patient-wise median EMG and BIS were compared between the pre-LVAD period (from the start of surgery to initiation of cardiopulmonary bypass) and the post-LVAD period (from the end of cardiopulmonary bypass to end of surgery). Data were obtained from 33 and 43 patients who underwent HeartMate 3 and HeartMate II implantation, respectively. Patients with HeartMate 3 implantation showed significant elevation in the EMG (pre-LVAD, mean ± standard deviation, 26.1 ± 1.0 dB; post-LVAD, 39.5 ± 2.8 dB; P < 0.001) without a significant change in the BIS (pre-LVAD, 44.5 ± 8.1; post-LVAD, 45.5 ± 7.1; P = 0.35). In contrast, patients with HeartMate II implantation did not show significant changes in either the EMG (pre-LVAD, 26.1 ± 1.2 dB; post-LVAD, 27.1 ± 4.1 dB; P = 0.16) or BIS (pre-LVAD, 45.1 ± 9.2; post-LVAD, 43.0 ± 8.1; P = 0.071). HeartMate 3 significantly elevates EMG. Anesthesiologists should be aware of this to appropriately interpret EMG elevation in patients with HeartMate 3.Trial registration: Japan Registry for Clinical Trials identifier: jRCT1030230549 (date of registration: January 10, 2024.",https://pubmed.ncbi.nlm.nih.gov/40050563/
