PMID,Title,Journal,PubDate,Authors,Abstract,PubMedURL
40255479,The effect of surface treatments on the bond strength of polyetheretherketone posts: a systematic review protocol.,F1000Research,2024,"Boukhris H, Ben Hadj Khalifa A, Hajjami H, Boudegga Ben Youssef S","Polyetheretherketone (PEEK) is widely used in the biomedical field due to its outstanding biological and mechanical properties. Originally employed as a temporary abutment in implantology, recent research has expanded its indications for more definitive applications, such as frameworks and dental post and core. However, PEEK's inert nature and low surface energy pose challenges for adhesion, necessitating surface modifications. Various physical and chemical modification techniques, including acid etching (e.g., 98% sulfuric acid), sandblasting with alumina oxide (Al₂O₃), plasma treatment, laser irradiation, silanization, and air abrasion with silica-coated particles, have been proposed to enhance PEEK's bonding performance. Despite numerous clinical investigations, standardized protocols for surface treatment remain lacking. This systematic review aims to assess the impact of surface treatments on the bonding performance of PEEK posts.
A detailed search of the literature will be conducted across several databases including PubMed, Scopus and clinical trial registries. Additional databases such as Cochrane Central, EMBASE, Web of Science and EBSCO will also be included. The search strategy will target controlled randomized studies and non-randomized clinical trials evaluating the impact of surface treatments on PEEK post adhesion strength. The Newcastle-Ottawa Scale (NOS) will be used to assess bias in non-randomized studies, while the Cochrane Risk of Bias (ROB II) tool will be employed for evaluating randomized controlled trials. Data extraction will focus on study design, treatment methods, outcomes and results.This systematic review protocol will adhere to the guidelines for systematic reviews outlined in the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA).
The discussion will explore the implications of findings on clinical practice, highlighting the importance of enhancing PEEK's bioactivity and surface energy to improve bonding efficacy in dental procedures. Moreover, it will suggest areas for future research to advance dental materials science, aiming to optimize the utilization of PEEK in dental applications.
PROSPERO: CRD42024529783 (Registered on 08/04/2024).",https://pubmed.ncbi.nlm.nih.gov/40255479/
40079880,Coronal microleakage of endodontic access restorations in zirconia crowns.,General dentistry,2025,"Ragsdale KW, Adcook RS, Avillo AJ, Burns KH, Hernandez-Feldpausch M, Steigerwald JC, Huber JH, Hamlin NJ, Dickens NE, Kim JJ","Inadequate marginal sealing in endodontically treated teeth can lead to microleakage and treatment failure. The purpose of this in vitro study was to quantify and compare the quality of the marginal seal when different materials and bonding techniques were used to restore endodontic access cavities in zirconia cylinders. Fifty custom zirconia cylinders (10.0 mm in diameter × 14.0 mm in height; wall thickness of 1.5 mm) were prepared with simulated endodontic access cavities (5.0 mm in diameter). The cylindrical specimens were divided into 5 groups, each assigned a different method of access cavity restoration (n = 10 per group): direct glass ionomer cement restorations; direct composite resin restorations adhesively bonded without prior aluminum oxide (Al",https://pubmed.ncbi.nlm.nih.gov/40079880/
39568011,The effect of hemostatic agents and dentin cleansing protocols on shear bond strength of resin composite using universal adhesive: an in vitro study.,BMC oral health,2024,"Abu-Nawareg MM, Hajjaj MS, AbuHaimed TS, Ajaj RA, Abuljadayel R, AlNowailaty Y, Alnoury A, Khouja N, Naguib GH, Alzahrani SJ, Abuelenain DA","During restoring class II and V cavities with resin composite, hemostatic agents are frequently used to control gingival bleeding and/or gingival fluid to provide a dry field which is crucial for efficient bonding. Hemostatic agents may adversely affect the bonding procedure, thus their removal prior to bonding is essential. The current study evaluates the effect of two hemostatic agents and different dentin cleansing protocols on the shear bond strength of resin composite to dentin using a universal adhesive.
Ninety premolars were sectioned to expose coronal dentinal surfaces which were divided into 3 groups: control group, not treated with hemostatic agent (n = 10); a group treated with Viscostat ""20% ferric sulphate"" (n = 40); and a group treated with Viscostat clear ""25% aluminum chloride"" (n = 40). The groups treated with hemostatic agents were subdivided into 4 subgroups according to the cleansing protocol: water, phosphoric acid, katana cleaner, and air abrasion. Shear bond strength (SBS) of resin composite bonded to the treated dentin using a universal adhesive was measured after thermocycling.
Two-way ANOVA showed that hemostatic agent, cleansing protocol and their interaction has significant effect on SBS (p < 0.0001). Viscostat (10 ± 3.3 MPa) exhibited lower SBS than Viscostat Clear (16.2 ± 5.5 MPa). Acid etching (17.3 ± 7.3 MPa) showed higher SBS compared to Katana Cleaner (12.6 ± 4.7 MPa), water (12.1 ± 4.8 MPa) and air abrasion (10.8 ± 2 MPa).
The use of hemostatic agents can adversely affect the bond strength of universal adhesives to dentin. Phosphoric acid provided the best hemostatic agent-cleansing protocol while katana cleaner and air abrasion demonstrated inferior results.",https://pubmed.ncbi.nlm.nih.gov/39568011/
39515181,"An in vitro study of orthodontic brackets bonded to transition dental zirconia: Shear bond strength, adhesive remnant index, and surface irregularities.",International orthodontics,2025,"Roberts G, Xu X, Kee E, Chapple A, Bartels V, Armbruster P, Ballard R","Orthodontic treatment often involves bonding brackets to teeth, and the protocols for natural enamel differ from those for prosthodontically restored teeth. With the rising number of adult orthodontic patients, many present with zirconia crowns. This study aimed to evaluate the shear bond strength (SBS) of ceramic orthodontic brackets bonded to transition dental zirconia, which combines 3Y-TZP and 5Y-TZP powders.
Ninety zirconia substrates were divided into three groups (n=30) based on transition zirconia brands (3M ESPE Lava™ Plus, Cercon® ht ML, and Katana™ Zirconia UTML) and bonded with ceramic brackets (CHIC Ceramic Roth Maxillary and Symetri Clear) using 3M™ Transbond™ XT. A control group used traditional zirconia and metal brackets. Surface treatments included 50-micron aluminium oxide abrasion and Z-Prime™ Plus application. SBS was tested post-thermocycling. Adhesive Resin Index (ARI) was scored and surface roughness was evaluated pre- and post-bonding.
Group 1 (3M ESPE Lava™ Plus with CHIC Ceramic Roth Maxillary brackets) had a significantly lower SBS (mean 13.27MPa) compared to the other groups, which all had SBS values above 18.80MPa (P≤.023). Group 2 (3M ESPE Lava™ Plus with Symetri™ Clear) demonstrated a significantly higher mean ARI compared to the control group (Cercon® XT with Victory Series™ Roth), (P=.027). Additionally, significant changes in surface roughness were observed in Groups B (Cercon® ht ML) (P=.008) and C (Katana™ Zirconia UTML) (P=.016).
This study determined that the shear bond strength of various transitional zirconia substrates with ceramic brackets exceeded the clinically acceptable SBS levels. The combination of 3M ESPE Lava™ Plus and Symetri™ Clear exhibited significant variation in ARI. Additionally, significant surface irregularities were observed in 3M ESPE Lava™ Plus and Cercon® ht ML following air abrasion, compared to other transitional zirconia brands.",https://pubmed.ncbi.nlm.nih.gov/39515181/
39476015,Biomimetic Restorative Dentistry: an evidence-based discussion of common myths.,Journal of applied oral science : revista FOB,2024,"Reis A, Feitosa VP, Chibinski AC, Favoreto MW, Gutierrez MF, Loguercio AD","This narrative review critically examines some protocols of biomimetic restorative dentistry (BRD), which supposedly outperforms traditional adhesive techniques. This review explores the origins of BRD, introduces cognitive biases influencing the adoption of BRD protocols without evidence scrutiny, and discusses nine BRD protocols. For this, we searched randomized clinical trials and systematic reviews in the literature on the PubMed, Embase, and Cochrane Library CENTRAL databases, which lead to the following conclusions about the revised protocols: 1) The use of dyes excessively removes carious dentin; 2) Aluminum oxide air abrasion contributes to overtreatment and may pose long-term health risks to dental professionals; 3) Beveling enamel in posterior teeth is technically difficult and leads to unnecessary loss of adjacent sound enamel with no evidence of its use outperforming butt-joint preparations; 4) Deactivating matrix metalloproteinases with chlorhexidine shows no clinical evidence of improving restoration longevity. 5) ""Elected"" gold-standard adhesive systems perform no better than other good performing available systems; 6) Immediate dentin sealing and resin coating result in similar post-operative sensitivity and longevity of indirect fillings as delayed dentin sealing; 7) Deep margin elevation is a viable alternative to manage subgingival margins in occlusoproximal cavities; 8) The process of ""decoupling"" with time lacks scientific evidence to support its use; 9) Placing fiber inserts on the pulpal floor and/or axial wall to minimize stress offers no benefits over current alternatives. In conclusion, more rigorous research is needed to validate BRD protocols, focusing on important clinical outcomes that impact in the longevity of the restoration, such as fracture, debonding, post-operative sensitivity, esthetic quality, presence of caries lesions adjacent to restorations and patients' satisfaction need to be thoroughly investigated. Reliance on anecdotal evidence, clinical experience, and common sense propagates myths and undervalues the need for a critical approach in evaluating dental techniques.",https://pubmed.ncbi.nlm.nih.gov/39476015/
39374733,Is zirconia surface etching a viable alternative to airborne particle abrasion? A systematic review and meta-analysis of in vitro studies.,Journal of dentistry,2024,"D'Alessandro C, Josic U, Mazzitelli C, Maravic T, Graham L, Barausse C, Mazzoni A, Breschi L, Blatz MB","This systematic review aimed to determine the effectiveness of various etching surface treatments on zirconia bond strength with the following research question: ""Can zirconia etching serve as a viable alternative to airborne particle abrasion (APA) for achieving reliable bonding?"".
In vitro studies comparing APA, performed with either conventional or silica-coated aluminum oxide (Al
A comprehensive literature search was conducted across electronic databases, including Clarivate Analytics' Web of Science, Cochrane Library, EMBASE, PubMed, Scopus and ProQuest.
Fifty-four relevant articles were included in this systematic review. According to the QUIN's tool, 7 studies were rated as ""high risk of bias"", 46 studies were rated as ""medium risk"", and 1 study was rated as ""low risk"". Nineteen studies were used for meta-analyses. Mostly, APA demonstrated significantly higher bond strength compared to various etching protocols (p < 0.05). However, no statistical difference was found between APA and high concentrations (40-48 %) of hydrofluoric acid (HF) in terms of immediate- and medium-term bond strength to resin composite (p > 0.05). On enamel, an experimental hot etching solution performed significantly better than APA in short-term follow-up (p < 0.05). A novel multi-acid solution exhibited significantly higher immediate shear bond strength to resin cement than APA (p < 0.05). Variable heterogeneity, ranging from low to high, was observed.
APA remains the surface treatment with the strongest evidence in the literature and it is usually more efficacious than zirconia etching. However, highly concentrated HF and an experimental hot etching solution have demonstrated similar or significantly higher bond strength values over time compared to APA, depending on the adhesive substrate. A recently introduced multi-acid solution (Zircos-E) needs to be further explored, especially in regards to long-term bond durability.
This systematic review provides a comprehensive analysis of the existing in vitro evidence on the potential of zirconia etching and the bond durability of resin-based materials after artificial aging. Selecting appropriate surface treatment protocols is crucial for achieving optimal clinical outcomes.",https://pubmed.ncbi.nlm.nih.gov/39374733/
38704849,Effect of low power Er:YAG laser irradiation of CAD-CAM resin-based composites on resin bonding.,American journal of dentistry,2024,"Odagiri Y, Horie T, Inoue K, Sakuma K, Tsujimoto A, Garcia-Godoy F, Fujitani M","To investigate the effect of painless low-power Er:YAG laser irradiation of conventional and polymer-infiltrated ceramic network (PICN) type CAD-CAM resin-based composites (RBCs) on resin bonding.
An Er:YAG laser system, phosphoric acid etchant, universal adhesive, RBC, and two types of CAD-CAM RBC block were used. Microtensile bond strength, fracture mode, scanning electron microscopy (SEM) observations of bonding interfaces and CAD-CAM surfaces, and surface roughness of ground and pretreated surfaces were investigated. As pretreatment methods, low-power Er:YAG laser irradiation and air-abrasion with alumina particles were used.
The effect of low-power Er:YAG laser irradiation of CAD-CAM RBCs on bonding to repair resin varied depending on the type of CAD-CAM RBCs.
The low-power Er:YAG laser irradiation of the conventional CAD-CAM RBCs was shown to be effective as a surface pretreatment for resin bonding, while the laser irradiation of PICN-type CAD-CAM RBCs was not effective.",https://pubmed.ncbi.nlm.nih.gov/38704849/
38698366,Effect of surface treatment and resin cement type on the bond strength of polyetheretherketone to lithium disilicate ceramic.,BMC oral health,2024,"Adeeb Gabra EN, Sadek HMA, Hamdy AM, Wahsh MM","This study aims to evaluate the effect of surface treatment and resin cement on the shear bond strength (SBS) and mode of failure of polyetheretherketone (PEEK) to lithium disilicate ceramic (LDC). This is suggested to study alternative veneering of PEEK frameworks with a ceramic material.
eighty discs were prepared from PEEK blank and from lithium disilicate ceramic. Samples were divided into four groups according to surface treatment: Group (A) air abraded with 110 μm Al
The highest mean of shear bond strength values was demonstrated in Group of air abrasion with primer application using conventional resin cement (APB) (12.21 ± 2.14 MPa). Sulfuric acid groups showed lower shear bond strength values and the majority failed in thermocycling especially when no primer was applied. The failure mode analysis showed that the predominant failure type was adhesive failure between cement and PEEK, while the remaining was mixed failure between cement and PEEK.
The air abrasion followed by primer application and conventional resin cement used for bonding Lithium Disilicate to PEEK achieved the best bond strength. Primer application did not have an effect when self-adhesive resin cement was used in air-abraded groups. Priming step is mandatory whenever sulfuric acid etching surface treatment is utilized for PEEK.",https://pubmed.ncbi.nlm.nih.gov/38698366/
38680076,"Effects of sterilization, conditioning, and thermal aging on the retention of zirconia hybrid abutments: A laboratory study.",Clinical implant dentistry and related research,2024,"Alghanaim N, Kern M, Yazigi C, Chaar MS","To investigate the effects of sterilization, conditioning method, and thermal aging on the retentive strength of two-piece zirconia abutments.
In total, 128 stock zirconia abutments were divided into four groups (n = 32) according to the conditioning parameters: (A) air-abrasion using 50 μm alumina particles/1.0 bar, (B) 50 μm/2.0 bar, (C) 100 μm/1.0 bar, and (D) 100 μm/2.0 bar. All abutments were bonded onto titanium bases using DTK adhesive resin and stored in water bath (37°C) for 72 h. Each group was subdivided into two subgroups (n = 16), group 1 was disinfected, whereas group 2 followed disinfection and autoclave sterilization. Half of the specimens of each subgroup (n&amp;#x02009;=&amp;#x02009;8) was directly subjected to the axial retention test (groups N), while the other half was first subjected to 150&amp;#x02009;days of thermocycling followed by retention test (groups T). Statistical analysis was performed with three-way ANOVA, additional statistical analysis was performed by using separate one-way ANOVAs followed by the Tukey's post-hoc test for post hoc pairwise comparisons among groups.
The highest median retention strength was recorded for group B2N (1390 N), whereas the lowest strength was recorded for group C1T (688 N). No significant interaction (p ≥ 0.05) was detected between the different variables; conditioning method, sterilization, and the thermal cycling regarding the effect on the resulting retention. However, the sterilization always showed a positive effect. Thermocycling presented an adversely significant effect only in the absence of sterilization (p < 0.05), with the exception of subgroups A. For the sterilized groups, thermocycling had no statistically significant effect on the retention.
Steam autoclaving increased the retention of hybrid zirconia abutments. DTK adhesive resin for two-piece zirconia abutments performed well after sterilization and thermocycling.",https://pubmed.ncbi.nlm.nih.gov/38680076/
38461887,Influence of airborne particle abrasion on dentin bonding effectiveness of a 2-step universal adhesive.,Journal of dentistry,2024,"Ramos RQ, Peumans M, Mercelis B, Ahmed MH, Politano G, Lopes GC, Van Meerbeek B","To determine the effect of airborne particle abrasion (APA) on micro-tensile bond strength (µTBS) to dentin using different air-abrasion/polishing powders.
The bonding effectiveness of G2 Bond Universal (G2B), used in etch-and-rinse (E&R) and self-etch mode (SE), was tested on bur-cut dentin and dentin air abraded/polished using six different powders (aluminum oxide 29 µm (AO29) and 53 µm (AO53), aluminum trihydroxide (AT), sodium bicarbonate (SB), sodium bicarbonate soft (SB
Comparing the aged bond strengths to air-abraded/polished dentin with bur-cut dentin, pretreatment with SB and SB
Air-abrasion/polishing did not impair dentin bond strength using G2B, except when dentin was air abraded with AO29 and using G2B in SE mode. Air polishing positively influenced the bond strength to dentin in specific groups.
APA is safe concerning bonding to dentin. The E&R application mode is preferred using G2B as adhesive on air-abraded/polished dentin. Air polishing with BG positively influenced dentin bond strength for both application methods.",https://pubmed.ncbi.nlm.nih.gov/38461887/
