PMID,Title,Journal,PubDate,Authors,Abstract,PubMedURL
41248549,Crucial features from CWT analysis of single lead EEG signal to detect sleep arousal.,Biomedical physics & engineering express,2025,"Ali MH, Uddin MB","Sleep arousal, characterized by emergence of light sleep or partial wakefulness, often indicates underlying physical disorders, and its detection is crucial for effective patient treatment. While the detection of arousals using multiple signals can be effective, the dependencies on multiple electrodes impose burden on patients. To resolve this issue, some effective features estimated from single-lead electroencephalography (EEG) signals were proposed to detect sleep arousal. Normalized and filtered EEG signals were segmented into 7-s frames, and scalograms were estimated using continuous wavelet transform (CWT). Scalograms and local properties such as frequency, bandwidth, band energy, band energy ratio, maxima, and regularity were derived from the coefficients of CWT. Final classification features were generated using statistical analyses. The most effective features, estimated by correlation coefficients and",https://pubmed.ncbi.nlm.nih.gov/41248549/
40644142,Identification of Neuromotor Patterns Associated with Hand Rehabilitation Movements from EMG and EEG Signals.,IEEE ... International Conference on Rehabilitation Robotics : [proceedings],2025,"Soto-Florido M, Garcia-Cifuentes E, Irragorri AM, Mondragon IF, Mendez D, Colorado JD, Alvarado-Rojas C","Stroke rehabilitation is essential for restoring upper limb function, impaired in nearly 85% of stroke survivors. Accurate classification of movement intention and execution can enhance rehabilitation through improved patient monitoring and robotic assistance. This study explores integrating electroencephalography (EEG) and electromyography (EMG) signals to classify five hand movements commonly used in rehabilitation therapy: four finger pinches and full hand closure. Biological signals were acquired from 22 healthy participants using a synchronized setup of EEG and EMG systems. Signal processing methods were applied to extract frequency and connectivity features from EEG and muscle activity metrics from EMG. These features were used to train machine learning models, including Ensemble Bagged Trees, neural networks, and SVMs, for classifying movement intention and execution. Results demonstrated that the Ensemble Bagged Trees model achieved the highest accuracy classified 5 classes, particularly when employing EEG power spectral density features, with 84.7% and 67.4% accuracy for movement execution and intention, respectively. Correlation analysis identified distinct motor-related brain connectivity patterns, offering insights into neuromotor processes. These findings support the integration of EEG-EMG analysis with machine learning to enhance stroke rehabilitation, improving patient monitoring and robotic-assisted therapy.",https://pubmed.ncbi.nlm.nih.gov/40644142/
40444628,Neurostimulation for the Management of Epilepsy: Advances in Targeted Therapy.,Current drug targets,2025,"Verma S, Malviya R, Sridhar SB, Sundram S, Shareef J","Epilepsy is a multifaceted neurological disorder marked by seizures that can present with a wide range of symptoms. Despite the prevalent use of anti-epileptic drugs, drug resistance and adverse effects present considerable obstacles. Despite advancements in anti-epileptic drugs (AEDs), approximately 20-30% of patients remain drug-resistant, highlighting the need for innovative therapeutic strategies.
This study aimed to explore advancements in epilepsy diagnosis and treatment utilizing modern technology and medicines.
The literature survey was carried out using Scopus, ScienceDirect, and Google Scholar. Data from the last 10 years were preferred to include in the study.
Emerging technologies, such as artificial intelligence, gene therapy, and wearable gadgets, have transformed epilepsy care. EEG and MRI play essential roles in diagnosis, while AI aids in evaluating big datasets for more accurate seizure identification. Machine learning and artificial intelligence are increasingly integrated into diagnostic processes to enhance seizure detection and classification. Wearable technology improves patient self-monitoring and helps clinical research. Furthermore, gene treatments offer promise by treating the fundamental causes of seizure activity, while stem cell therapies give neuroprotective and regenerative advantages. Dietary interventions, including ketogenic diets, are being examined for their ability to modify neurochemical pathways implicated in epilepsy.
Recent technological and therapeutic developments provide major benefits in epilepsy assessment and treatment, with AI and wearable devices enhancing seizure detection and patient monitoring. Nonetheless, additional study is essential to ensure greater clinical application and efficacy. Future perspectives include the potential of optogenetics and advanced signal processing techniques to revolutionize treatment paradigms, emphasizing the importance of personalized medicine in epilepsy care. Overall, a comprehensive understanding of the multifaceted nature of epilepsy is essential for developing effective interventions and improving patient outcomes.",https://pubmed.ncbi.nlm.nih.gov/40444628/
40158909,Artificial intelligence applied to electroencephalography in epilepsy.,Revue neurologique,2025,"Alvarado-Rojas C, Huberfeld G","Artificial intelligence (AI) is progressively transforming all fields of medicine, promising substantial changes in clinical practice. In the context of epilepsy, electroencephalography (EEG), a technique used for over a century, has historically been resistant to automated analysis due to the complexity of the signals and the challenges posed by artifact management. While the human eye excels at recognizing patterns, algorithms have demonstrated superior capabilities in detecting and characterizing specific features, such as long-term dynamics and synchrony. Furthermore, the advent of wearable EEG devices has led to an exponential increase in data volume, surpassing the limits of visual interpretation. AI algorithms are now being developed to address these limitations, offering enhanced efficiency in both identifying subtle signal features and managing massive datasets. This review explores the fundamental principles of AI and its transformative potential in the field of EEG. It discusses the implications and the current limitations, including improvements limited to aggregation of already known knowledge, for epilepsy diagnosis, medical and surgical treatment, and innovative approaches to patient monitoring, including seizure forecasting, highlighting how AI is poised to redefine the management of epilepsy.",https://pubmed.ncbi.nlm.nih.gov/40158909/
39466865,Weighted Hermite Variable Projection Networks for Classifying Visually Evoked Potentials.,IEEE transactions on neural networks and learning systems,2025,"Dozsa T, Bock C, Meier J, Kovacs P","The occipital cortex responds to visual stimuli regardless of a patient's level of consciousness or attention, offering a noninvasive diagnostic tool for both ophthalmologists and neurologists. This response signal manifests as a unique waveform referred to as the visually evoked potential (VEP), which can be extracted from the electroencephalogram (EEG) activity of a human being. We propose a trainable VEP representation to disentangle the underlying explanatory factors of the data. To enhance the learning process with domain knowledge, we present an innovative parameterization of classical Hermite functions that effectively captures VEP pattern variations arising from patient-specific factors, disorders, and measurement setup influences. Then, we introduce a differentiable variable projection (VP) layer to fuse Hermite basis function expansions (BFEs) of VEP signals with machine learning (ML) approaches. We prove the existence of an optimal set of parameters in the least-squares sense, assess the representation power of such layers, and calculate their analytical derivatives, which allows us to utilize backpropagation for training. Finally, we evaluate the effectiveness of the proposed learning framework in VEP-based color classification. To achieve this, we have designed a novel measurement system dedicated to intraoperative clinical use cases, which presents new ways for patient monitoring during neurosurgical procedures.",https://pubmed.ncbi.nlm.nih.gov/39466865/
39302394,An automated ECG-based deep learning for the early-stage identification and classification of cardiovascular disease.,Technology and health care : official journal of the European Society for Engineering and Medicine,2024,"Pandey A, Singh A, Boyapati P, Chaturvedi A, Purushotham N, M S","Heart disease represents the leading cause of death globally. Timely diagnosis and treatment can prevent cardiovascular issues. An Electrocardiograms (ECG) serves as a diagnostic tool for identifying heart difficulties. Cardiovascular Disease (CVD) often gets identified through ECGs. Deep learning (DL) garners attention in healthcare due to its potential in swiftly diagnosing ECG anomalies, crucial for patient monitoring. Conversely, automatic CVD detection from ECGs poses a challenging task, wherein rule-based diagnostic models usually achieve top-notch performance. These models encounter complications in supervision vast volumes of diverse data, demanding widespread analysis and medical capability to ensure precise CVD diagnosis.
This study aims to enhance cardiovascular disease diagnosis by combining symptom-based detection and ECG analysis.
To enhance these experiments, we built a novel automated prediction method based on a Feed Forward Neural Network (FFNN) model. The fundamental objective of our method is to develop the accuracy of ECG diagnosis. Our strategy employs chaos theory and destruction analysis to combine optimum deep learning features with a well-organized set of ECG properties. In addition, we use the constant-Q non-stationary Gabor transform (CQNGT) to convert one-dimensional ECG data into a two-dimensional picture. A pre-trained FFNN processes this image. To identify significant features from the FFNN output that correspond with the ECG data, we employ pairwise feature proximity.
According to experimental findings, the suggested system, FFNN-CQNGT, surpasses other state-of-the-art systems in terms of precision of 94.89%, computational efficiency of 2.114 ms, accuracy of 95.55%, specificity of 93.77%, and sensitivity of 93.99% and MSE 40.32%.
Contributing an automated ECG-based DL system based on FFNN-CQNGT for early-stage cardiovascular disease identification and classification holds great potential for both patient care and public health.",https://pubmed.ncbi.nlm.nih.gov/39302394/
39266928,"Relationships between the qNOX, qCON, burst suppression ratio, and muscle activity index of the CONOX monitor during total intravenous anesthesia: a pilot study.",Journal of clinical monitoring and computing,2024,"Linassi F, Vide S, Ferreira A, Schneider G, Gambús P, Kreuzer M","Processed electroencephalographic (EEG) indices can help to navigate general anesthesia. The CONOX (Fresenius Kabi) calculates two indices, the qCON (hypnotic level) and the qNOX (nociception). The CONOX also calculates indices for electromyographic (EMG) activity and EEG burst suppression (BSR). Because all EEG parameters seem to influence each other, our goal was a detailed description of parameter relationships.
We used qCON, qNOX, EMG, and BSR information from 14 patients receiving propofol anesthesia. We described index relationships with linear models, heat maps, and box plot representations. We also evaluated associations between qCON/qNOX and propofol/remifentanil effect site concentrations (ceP/ceR).
qNOX and qCON (qCON = 0.79*qNOX + 5.8; p < 0.001; R
We could describe relationships between qCON, qNOX, EMG, BSR, ceP, and ceR, which may help the anaesthesiologist better interpret the information provided. One major finding is the dependence of qCON > 80 on EMG activity. This may limit the possibility of detecting wakefulness in the absence of EMG. Further, qNOX seems generally higher than qCON, but high opioid doses may lead to higher qCON than qNOX indices.",https://pubmed.ncbi.nlm.nih.gov/39266928/
38325220,Early discontinuation of ambulatory vEEG among individuals with intellectual disabilities: A retrospective chart review.,Seizure,2024,"Nurse ES, Winterling N, Cook MJ","This retrospective chart review aims to quantify the rate of patients with intellectual disability (ID) accessing an Australian ambulatory EEG service, and understand the clinical implications of discontinuing studies prematurely.
Electronic records of referrals, patient monitoring notes, and EEG reports were accessed retrospectively. Each referral was assessed to determine whether the patient had an ID. For each study where patients were discharged prematurely, the outcomes of their EEG report were assessed and compared between the ID and non-ID groups. Exploratory analysis was performed assessing the effects of age, the percentage of the requested monitoring undertaken, and outcome rates as a function of monitoring duration.
There were significantly more patients in the ID group with early disconnection than the non-ID group (Chi squared test, p = 0.000). There was no significant difference in the rates of clinical outcomes between the ID and non-ID groups amongst patients who disconnected early.
Although rates of early disconnection are higher in those with ID, study outcomes are largely similar between patients with and without ID in this retrospective analysis of an ambulatory EEG service.
Ambulatory EEG is a viable modality of EEG monitoring for patients with ID.",https://pubmed.ncbi.nlm.nih.gov/38325220/
37756246,The Influence of Electromyographic on Electroencephalogram-Based Monitoring: Putting the Forearm on the Forehead.,Anesthesia and analgesia,2024,"Lichtenfeld F, Kratzer S, Hinzmann D, García PS, Schneider G, Kreuzer M","Monitoring the electroencephalogram (EEG) during general anesthesia can help to safely navigate the patient through the procedure by avoiding too deep or light anesthetic levels. In daily clinical practice, the EEG is recorded from the forehead and available neuromonitoring systems translate the EEG information into an index inversely correlating with the anesthetic level. Electrode placement on the forehead can lead to an influence of electromyographic (EMG) activity on the recorded signal in patients without neuromuscular blockade (NMB). A separation of EEG and EMG in the clinical setting is difficult because both signals share an overlapping frequency range. Previous research showed that indices decreased when EMG was absent in awake volunteers with NMB. Here, we investigated to what extent the indices changed, when EEG recorded during surgery with NMB agents was superimposed with EMG.
We recorded EMG from the flexor muscles of the forearm of 18 healthy volunteers with a CONOX monitor during different activity settings, that is, during contraction using a grip strengthener and during active diversion (relaxed arm). Both the forehead and forearm muscles are striated muscles. The recorded EMG was normalized by z -scoring and added to the EEG in different amplification steps. The EEG was recorded during anesthesia with NMB. We replayed these combined EEG and EMG signals to different neuromonitoring systems, that is, bispectral index (BIS), CONOX with qCON and qNOX, and entropy module with state entropy (SE) and response entropy (RE). We used the Friedman test and a Tukey-Kramer post hoc correction for statistical analysis.
The indices of all neuromonitoring systems significantly increased when the EEG was superimposed with the contraction EMG and with high EMG amplitudes, the monitors returned invalid values, representative of artifact contamination. When replaying the EEG being superimposed with ""relaxed"" EMG, the qCON and BIS showed significant increases, but not SE and RE. For SE and RE, we observed an increased number of invalid values.
With our approach, we could show that EMG activity during contraction and resting state can influence the neuromonitoring systems. This knowledge may help to improve EEG-based patient monitoring in the future and help the anesthesiologist to use the neuromonitoring systems with more knowledge regarding their function.",https://pubmed.ncbi.nlm.nih.gov/37756246/
37715990,Influence of sex hormone use on sleep architecture in a transgender cohort.,Sleep,2023,"Morssinkhof MWL, van der Werf YD, van den Heuvel OA, van den Ende DA, van der Tuuk K, den Heijer M, Broekman BFP","Sex differences in sleep architecture are well-documented, with females experiencing longer total sleep time, more slow wave sleep (SWS), and shorter Rapid Eye Movement (REM) sleep duration than males. Although studies imply that sex hormones could affect sleep, research on exogenous sex hormones on sleep architecture is still inconclusive. This study examined sleep architecture changes in transgender individuals after 3 months of gender-affirming hormone therapy (GAHT).
We assessed sleep architecture in 73 transgender individuals: 38 transmasculine participants who started using testosterone and 35 transfeminine participants who started using estrogens and antiandrogens. Sleep architecture was measured before GAHT and after 3 months of GAHT for 7 nights using an ambulatory single-electrode sleep EEG device. Changes in sleep architecture were analyzed using linear mixed models, and non-normally distributed outcomes were log-transformed and reported as percentages.
In transmasculine participants, SWS decreased by 7 minutes (95% CI: -12; -3) and 1.7% (95% CI: -3%; -0.5%), REM sleep latency decreased by 39% (95% CI: -52%; -22%) and REM sleep duration increased by 17 minutes (95% CI: 7; 26) after 3 months of GAHT. In transfeminine participants, sleep architecture showed no significant changes after 3 months of GAHT.
Sleep architecture changes after 3 months of masculinizing GAHT in line with sleep in cisgender males, while it shows no changes after feminizing GAHT. The sex-specific nature of these changes raises new questions about sex hormones and sleep. Future research should focus on studying possible underlying neural mechanisms and clinical consequences of these changes.",https://pubmed.ncbi.nlm.nih.gov/37715990/
