PMID,Title,Journal,PubDate,Authors,Abstract,PubMedURL
40391028,The Impact of Anesthetic Management Under Bispectral Index Monitoring on the Early Recovery Quality of Elderly Patients Undergoing Laparoscopic Surgery: A Blinded Randomized Controlled Trial.,Clinical interventions in aging,2025,"Shi M, Long Y, Zhou Z, Huang L, Wu D, Zhang X","To comprehensively evaluate the impact of bispectral index (BIS) monitoring-guided anesthesia depth on the early recovery quality in elderly patients undergoing laparoscopic surgery.
Ninety patients aged ≥60 years scheduled for laparoscopic surgery under general anesthesia were randomized into three groups: Group C (empirically guided anesthesia), Group B1 (BIS-guided, target range 40-60), and Group B2 (BIS-guided, target range 50-60). Blinded researchers evaluated recovery quality (QoR-15), pain (VAS), and sleep (RCSQ) preoperatively and on postoperative days 1, 2, 3, and 7 (POD
Compared with Group C, Group B1 and B2 had lower propofol consumption, shorter emergence/extubation times, and higher BIS values (T
BIS monitoring-guided anesthesia management can enhance early recovery from laparoscopic surgery in elderly patients with BIS values within a safe range, which may be particularly advantageous for this demographic during laparoscopic procedures.",https://pubmed.ncbi.nlm.nih.gov/40391028/
40347559,Comparison of the effect of isoflurane and propofol on liver regeneration after donor hepatectomy - A randomized controlled trial.,Journal of clinical anesthesia,2025,"Abhinaya SV, Garg N, Sindwani G, Arora MK, Thapar S, Thomas S, Pamecha V, Sarin SK","The biotransformation of inhalational anesthetic agents can result in production of hepatotoxic metabolites, which may potentially impair liver regeneration. Thus, isoflurane and propofol may have differential impacts on liver regeneration after donor hepatectomy.
To compare the regeneration liver volume (RgLV) via computed tomography (CT) volumetry on post-operative day (POD) 14 in isoflurane and propofol groups.
Randomized controlled pilot trial.
Sixty donors, who underwent donor hepatectomy.
Patients were randomized into isoflurane and propofol group using computer generated random number tables. In isoflurane group, anesthesia was maintained with isoflurane 1-2 % in air‑oxygen mixture. In propofol group, anesthesia was maintained with the target-controlled infusion (TCI) of propofol using a TCI system (Perfusor® Space- B. Braun) at a plasma target concentration of 3-6 μg.ml
Liver CT volumetry was assessed at POD 14.
RgLV on POD14 was comparable in two groups [449.3(170) & 437.8 (177.8) cm
Administering propofol or isoflurane may not have differential effect on liver regeneration after donor hepatectomy.",https://pubmed.ncbi.nlm.nih.gov/40347559/
39938423,Selenium as a brightening agent for peroxidase-like activity regulation of MXene@CeO,Talanta,2025,"Zhuang Y, Jian M, Yan H, Lv X, Zhang Y","Selenium is a nutritionally essential trace element for human health, but efficient or excessive intake both causes physiological diseases. Here, we propose that selenium as a brightening agent significantly increase the peroxidase (POD)-like activity of MXene@CeO",https://pubmed.ncbi.nlm.nih.gov/39938423/
39039985,Regenerating Chemotherapeutics through Copper-Based Nanomedicine: Disrupting Protein Homeostasis for Enhanced Tumor Therapy.,Advanced healthcare materials,2024,"Wu X, Wu Q, Hou M, Jiang Y, Li M, Jia G, Yang H, Zhang C","The bis-(diethyldithiocarbamate)-copper (CuET), the disulfiram (DSF)-Cu complex, has exhibited noteworthy anti-tumor property. However, its efficacy is compromised due to the inadequate oxidative conditions and the limitation of bioavailable copper. Because CuET can inactivate valosin-containing protein (VCP), a bioinformatic pan-cancer analysis of VCP is first conducted in this study to identify CuET as a promising anticancer drug for diverse cancer types. Then, based on the drug action mechanism, a nanocomposite of CuET and copper oxide (CuO) is designed and fabricated utilizing bovine serum albumin (BSA) as the template (denoted as CuET-CuO@BSA, CCB). CCB manifests peroxidase (POD)-mimicking activity to oxidize the tumor endogenous H",https://pubmed.ncbi.nlm.nih.gov/39039985/
38901489,Comparing Bispectral Index Monitoring vs Clinical Assessment for Deep Sedation in the ICU: Effects on Delirium Reduction and Sedative Drug Doses-A Randomized Trial.,Chest,2024,"Huespe I, Giunta D, Acosta K, Avila D, Prado E, Sanghavi D, Bisso IC, Giannasi S, Carini FC","Sedative overdoses pose a risk of delirium among patients in the ICU, with potential mitigation through the use of a processed EEG monitor (the bispectral index [BIS]) to guide depth of sedation.
Can BIS-guided deep sedation (Richmond Agitation Sedation Scale [RASS] score, -4 or -5) reduce sedative dosage and increase delirium-free and coma-free (DFCF) days?
A randomized controlled trial was conducted in a tertiary mixed ICU, enrolling patients requiring deep sedation for > 8 h. Patients were assigned randomly to either the clinical assessment (CA) or BIS groups (BIS range, 40-60). Both groups used a BIS sensor, whereas the CA group's screen remained covered. After deep sedation, BIS sensors were removed, and delirium was assessed twice daily by researchers masked to the randomization. The primary outcome was the number of DFCF days within 14 days after deep sedation. Additionally, we compared doses of sedative drugs and BIS values during deep sedation.
Ninety-nine patients were included in the study. We found no significant difference in DFCF days (P = .1) between CA and BIS arms, but propofol doses were significantly lower in the BIS group (CA group, 1.77 mg/kg/h [95% CI, 1.60-1.93] vs BIS group, 1.44 mg/kg/h [95% CI, 1.04-1.83]; P = .03). During deep sedation, the CA group spent 46% of the total hours (95% CI, 35%-57%) with BIS values of < 40, whereas the BIS group spent 32% (95% CI, 25%-40%; P = .03). Subgroup analysis focusing on patients sedated for > 24 h revealed an increase in DFCF days in the BIS group (CA group: median, 1 day [interquartile range, 0-9 days] vs BIS group: median, 8 days [interquartile range, 0-13 days]; P = .04).
In this study, BIS-guided deep sedation did not improve DFCF days, but did reduce sedative drug use. In patients requiring sedation for > 24 h, it showed an improvement in DFCF days.
ClinicalTrials.gov; No.: NCT03840577; URL: www.
gov.",https://pubmed.ncbi.nlm.nih.gov/38901489/
38604040,Dual amplification for PEC ultrasensitive aptasensing of biomarker HER-2 based on Z-scheme UiO-66/CdIn,Talanta,2024,"Ai QY, Xu BF, Xu F, Wang AJ, Mei LP, Wu L, Song P, Feng JJ","As an important prognostic indicator in breast cancer, human epithelial growth factor receptor-2 (HER-2) is of importance for assessing prognosis of breast cancer patients, whose accurate and facile analysis are imperative in clinical diagnosis and treatment. Herein, photoactive Z-scheme UiO-66/CdIn",https://pubmed.ncbi.nlm.nih.gov/38604040/
38206380,Two-stage laparoscopic transversus abdominis plane block as an equivalent alternative to thoracic epidural anaesthesia in bowel resection-an explorative cohort study.,International journal of colorectal disease,2024,"Kaufmann M, Orth V, Dorwarth TJ, Benrath J, Gerber B, Ghezel-Ahmadi D, Reißfelder C, Herrle F","We evaluated the effect of the two-stage laparoscopic transversus abdominis plane block (TS-L-TAPB) in comparison to thoracic epidural anaesthesia (TEA) and a one-stage L-TAPB (OS-L-TAPB) in patients who underwent elective laparoscopic bowel resection.
We compared a TS-L-TAPB (266 mg bupivacaine), which was performed bilaterally at the beginning and end of surgery, with two retrospective cohorts. These were patients who had undergone a TEA (ropivacaine/sufentanil) or an OS-L-TAPB (200 mg ropivacaine) at the beginning of surgery. Oral and i.v. opiate requirements were documented over the first 3 postoperative days (POD).
Patients were divided into three groups TEA (n = 23), OS-L-TAPB (n = 75), and TS-L-TAPB (n = 49). By the evening of the third POD, patients with a TEA had a higher cumulative opiate requirement with a median of 45.625 mg [0; 202.5] than patients in the OS-L-TAPB group at 10 mg [0; 245.625] and the TS-L-TAPB group at 5.625 mg [0; 215.625] (p = 0.1438). One hour after arrival in the recovery room, significantly more patients in the TEA group (100%) did not need oral and i.v. opioids than in the TS-L-TAPB (78%) and OS-L-TAPB groups (68%) (p = 0.0067).This was without clinical relevance however as the median in all groups was 0 mg. On the third POD, patients in the TEA group had a significantly higher median oral and i.v. opioid dose at 40 mg [0; 80] than the TS-L-TAPB and OS-L-TAPB groups, both at 0 mg [0; 80] (p = 0.0009).
The TS-L-TAP showed statistically significant and clinically meaningful benefits over TEA and OS-L-TAP in reducing postoperative opiate requirements.",https://pubmed.ncbi.nlm.nih.gov/38206380/
38114941,Comparison of post-auricular and frontal bispectral index values obtained during renal surgeries.,BMC anesthesiology,2023,"Abdelrahman AMF, Elbadry AA, Omara AF","The bispectral index (BIS) monitor is one of the EEG-derived monitoring techniques and well-established devices used to measure the depth of anesthesia. This study aimed to assess the agreement of BIS values based on the positions of either post-auricular or frontal sensors in individual patients undergoing renal surgeries while lateral positions at various stages of anesthesia.
12 patients older than 18 years, ASA I-III patients scheduled for elective renal operations, two BIS were placed on each patient, one on each side of the post-auricular region and one across the forehead, and each sensor was connected to a different BIS monitor. We gathered three pieces of data at each of the six-time points: BIS score, signal quality index (SQI) score calculating the signal's strength and electromyography (EMG) score: before the onset of anesthesia (awake) when the eyelash reflex is lost (LOC), after intubation (intubation), following the initial surgical incision, each 30 min throughout the procedure (maintenance), and at the moment the patient's eyes open naturally after waking up from anesthesia (emergence).
The overall BIS value at the frontal position was significantly higher than the post-auricular position (52.5 ± 22.2 and 52.1 ± 22.1, respectively, P = 0.010). On the other hand, the BIS value was comparable between the frontal and post-auricular positions at LOC, intubation, 60, 120, and 80 min and at emergence. A strong link between the two sensor positions, as indicated by the correlation coefficient (r = 0.607, P < 0.001), and the Bland-Altman analysis revealed a small mean difference (-1.8) and a low (9.0/- 12.5) limit of agreement, with just 4.3% of the readings falling outside of it during the anesthetic maintenance period.
Acceptable variation in BIS data was observed when obtained from the two different sensor positions for clinical usage. The post-auricular BIS sensor system may be a suitable substitute for an impractical frontal setup.
The study was registered in clinicaltrials.gov on 11/07/2022 (trial registration number: NCT05451823).",https://pubmed.ncbi.nlm.nih.gov/38114941/
38077438,The clinical value of the Duke Anesthesia Resistance Scale in predicting postoperative delirium after hip fracture surgery: a retrospective study.,PeerJ,2023,"Wang Y, Jiang Y, Fu H, Zhao Y, Xu Z","This study aims to investigate the clinical value of the Duke Anesthesia Resistance Scale (DARS) in predicting postoperative delirium (POD) after hip fracture surgery.
A retrospective study was conducted. Clinical data were collected from the patients who had hip fracture and underwent elective total hip arthroplasty in Shaanxi Provincial People's Hospital, Third Affiliated Hospital of Xi'an Jiaotong University between January 2022 and June 2023. The Consciousness Fuzzy Assessment Scale was used to evaluate the occurrence of POD on postoperative day 3 (POD 3). The enrolled patients were divided into the POD group (
The average age of POD group was significantly higher, comparing to non-POD group (
DARS score demonstrates good predictive value in hip fracture patients and is feasible in clinical practice, making it suitable for clinical application and promotion.",https://pubmed.ncbi.nlm.nih.gov/38077438/
37932677,The effect of anesthetic depth on postoperative delirium in older adults: a systematic review and meta-analysis.,BMC geriatrics,2023,"Wang Y, Zhu H, Xu F, Ding Y, Zhao S, Chen X","Postoperative delirium (POD) is an important complication for older patients and recent randomised controlled trials have showed a conflicting result of the effect of deep and light anesthesia.
We included randomised controlled trials including older adults that evaluated the effect of anesthetic depth on postoperative delirium from PubMed, Embase, Web of Science and Cochrane Library. We considered deep anesthesia as observer's assessment of the alertness/ sedation scale (OAA/S) of 0-2 or targeted bispectral (BIS) < 45 and the light anesthesia was considered OAA/S 3-5 or targeted BIS > 50. The primary outcome was incidence of POD within 7 days after surgery. And the secondary outcomes were mortality and cognitive function 3 months or more after surgery. The quality of evidence was assessed via the grading of recommendations assessment, development, and evaluation approach.
We included 6 studies represented 7736 patients aged 60 years and older. We observed that the deep anesthesia would not increase incidence of POD when compared with the light anesthesia when 4 related studies were pooled (OR, 1.40; 95% CI, 0.63-3.08, P = 0.41, I
Low-quality evidence suggests that light general anesthesia was not associated with lower POD incidence than deep general anesthesia. And High-quality evidence showed that anesthetic depth did not affect the long-term mortality and cognitive function.
CRD42022300829 (PROSPERO).",https://pubmed.ncbi.nlm.nih.gov/37932677/
